gar_bro_id,date,gmw_bro_id,nitg_code,tube_number,screen_top_m_nap,screen_bottom_m_nap,ground_level_m_nap,screen_depth_below_ground_m,NO3_mgL,NO3_limit,NH4_mgL,NH4_limit,NO2_mgL,NO2_limit,Cl_mgL,SO4_mgL
GAR000000061552,1990-09-18,GMW000000057218,B42E0043,3,-33.09,-34.09,-0.48,33.61,,,,,,,,140
GAR000000004353,1984-11-08,GMW000000037724,B26C0110,1,-33.08,-34.08,-3.71,30.37,0.02,LT,0.38,,0.006,LT,,10
GAR000000004354,1991-07-30,GMW000000037724,B26C0110,1,-33.08,-34.08,-3.71,30.37,0.0045,LT,0.07,,0.006,LT,2.7,35
GAR000000004355,1998-11-17,GMW000000037724,B26C0110,1,-33.08,-34.08,-3.71,30.37,0.36,,0.12,,0.006,LT,2.6,57
GAR000000005029,1974-01-10,GMW000000037702,B20G0034,2,-33.05,-34.05,-3.21,30.84,0.0045,LT,9.33,,,,,547
GAR000000005030,1994-11-18,GMW000000037702,B20G0034,2,-33.05,-34.05,-3.21,30.84,0.01,LT,6.84,,0.01,LT,9.9,540
GAR000000005031,1997-09-22,GMW000000037702,B20G0034,2,-33.05,-34.05,-3.21,30.84,0.24,,8.55,,0.006,LT,8.9,560
GAR000000005032,2006-06-08,GMW000000037702,B20G0034,2,-33.05,-34.05,-3.21,30.84,0.01,LT,6.61,,0.003,LT,,620
GAR000000060766,1990-10-09,GMW000000050785,B42D0282,4,-33.0,-34.0,,,,,,,,,,10080
GAR000000060878,1993-06-19,GMW000000050785,B42D0282,4,-33.0,-34.0,,,,,,,,,,828
GAR000000060916,1992-01-07,GMW000000050785,B42D0282,4,-33.0,-34.0,,,,,,,,,,1044
GAR000000061264,1997-06-06,GMW000000050785,B42D0282,4,-33.0,-34.0,,,,,,,,,,125
GAR000000061362,1993-01-01,GMW000000050785,B42D0282,4,-33.0,-34.0,,,,,,,,,,418
GAR000000061401,1995-08-18,GMW000000050785,B42D0282,4,-33.0,-34.0,,,,,,,,,,127
GAR000000005410,1981-11-05,GMW000000037697,B26A0074,2,-32.96,-33.96,-4.11,29.85,0.13,,56.79,,0.006,LT,,2860
GAR000000005411,1994-11-17,GMW000000037697,B26A0074,2,-32.96,-33.96,-4.11,29.85,0.01,LT,48.23,,0.01,LT,31,2810
GAR000000005412,1998-11-25,GMW000000037697,B26A0074,2,-32.96,-33.96,-4.11,29.85,0.11,LT,65.35,,0.006,LT,26,2800
GAR000000004916,1986-10-16,GMW000000037738,B20B0026,2,-32.93,-33.93,6.47,40.4,0.22,LT,9.33,,0.006,LT,,2040
GAR000000004490,1994-12-01,GMW000000037744,B26D0091,2,-32.85,-33.85,-3.86,29.99,0.01,LT,14.78,,0.01,LT,19,2000
GAR000000004491,1998-10-29,GMW000000037744,B26D0091,2,-32.85,-33.85,-3.86,29.99,0.11,LT,17.89,,0.01,,18,2000
GAR000000060716,2008-12-01,GMW000000004888,B42E0340,3,-32.83,-33.83,4.17,38.0,,,,,,,,32
GAR000000059776,1993-06-16,GMW000000057341,B42F0101,3,-32.8,-33.8,0.3,34.1,,,,,,,,16438
GAR000000060091,1992-01-09,GMW000000057341,B42F0101,3,-32.8,-33.8,0.3,34.1,,,,,,,,18407
GAR000000060360,1993-01-01,GMW000000057341,B42F0101,3,-32.8,-33.8,0.3,34.1,,,,,,,,16418
GAR000000060595,1990-09-11,GMW000000057341,B42F0101,3,-32.8,-33.8,0.3,34.1,,,,,,,,17515
GAR000000002063,1995-08-29,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,0.02,LT,1.23,,,,,66.93
GAR000000002242,2015-08-07,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,,,1.3,,0.01,,,72
GAR000000002243,2018-11-07,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,0.05,LT,1.2,,0.01,LT,6,81
GAR000000002244,1994-09-07,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,0.04,,1.17,,,,2.81,68.11
GAR000000002245,2006-05-23,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,0.05,LT,1.2,,0.01,LT,,67
GAR000000002246,2012-08-13,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,,,,,,,,
GAR000000050674,2021-11-19,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,0.05,LT,1.21,,0.01,LT,2.82,73.87
GAR000000064299,2024-08-28,GMW000000049989,B27E0220,3,-31.56,-33.56,1.8,35.36,0.05,LT,1.25,,0.01,LT,4.94,75.37
GAR000000004657,1968-09-12,GMW000000037710,B26E0026,2,-32.49,-33.49,-2.96,30.53,,,0.07,,0.06,,,10
GAR000000004658,1975-01-17,GMW000000037710,B26E0026,2,-32.49,-33.49,-2.96,30.53,,,,,,,,11
GAR000000004659,1984-10-31,GMW000000037710,B26E0026,2,-32.49,-33.49,-2.96,30.53,0.02,LT,0.08,,0.006,LT,,8
GAR000000004660,1990-11-15,GMW000000037710,B26E0026,2,-32.49,-33.49,-2.96,30.53,0.0045,LT,0.14,,0.006,LT,0.4,8
GAR000000004661,1997-10-07,GMW000000037710,B26E0026,2,-32.49,-33.49,-2.96,30.53,0.11,LT,0.07,,0.006,LT,0.5,10
GAR000000004662,2003-01-21,GMW000000037710,B26E0026,2,-32.49,-33.49,-2.96,30.53,0.11,LT,0.07,,0.006,LT,0.5,9
GAR000000009962,1972-01-01,GMW000000048985,B38D0262,2,-32.479,-33.479,-1.556,31.92,,,,,,,,870
GAR000000000622,2003-01-01,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.19,,0.25,,,,,9.37
GAR000000000623,2007-09-01,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.1,LT,0.03,,0.01,LT,,17
GAR000000000624,2008-09-16,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.1,LT,0.05,,0.01,LT,,24
GAR000000000625,2010-03-22,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.05,LT,3.64,,,,,18.7
GAR000000000626,2012-03-20,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.05,LT,0.02,LT,,,,39
GAR000000000627,2015-06-18,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.05,LT,0.12,,0.01,LT,6.3,60
GAR000000000628,2018-05-23,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.05,LT,0.08,,0.01,LT,14,70
GAR000000050837,2021-05-20,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.05,LT,0.07,,0.01,LT,1.53,95.45
GAR000000064543,2024-05-01,GMW000000023897,B39B0259,2,-32.59,-33.44,4.06,37.5,0.55,,0.15,,0.01,LT,1.72,71.64
GAR000000004463,1992-11-03,GMW000000037662,B26D0086,3,-32.33,-33.43,-3.38,30.05,0.01,LT,41.23,,0.01,LT,19,3445
GAR000000004464,1998-11-12,GMW000000037662,B26D0086,3,-32.33,-33.43,-3.38,30.05,0.11,LT,47.45,,0.006,LT,13,3500
GAR000000004465,2015-10-09,GMW000000037662,B26D0086,3,-32.33,-33.43,-3.38,30.05,0.05,LT,43,,0.02,,21,180
GAR000000004466,2018-12-06,GMW000000037662,B26D0086,3,-32.33,-33.43,-3.38,30.05,0.05,LT,46,,0.01,LT,11,4000
GAR000000065375,2024-09-17,GMW000000037662,B26D0086,3,-32.33,-33.43,-3.38,30.05,0.05,LT,46.9,,0.01,LT,1476.99,3753.83
GAR000000000489,2018-05-08,GMW000000024069,B38E0134,2,-31.41,-33.41,-0.75,32.66,0.05,LT,1.9,,0.01,LT,9.3,7.4
GAR000000050810,2021-05-03,GMW000000024069,B38E0134,2,-31.41,-33.41,-0.75,32.66,0.05,LT,1.8,,0.01,LT,2.63,6.93
GAR000000064527,2024-04-17,GMW000000024069,B38E0134,2,-31.41,-33.41,-0.75,32.66,0.2,,1.8,,0.01,LT,2.3,6.83
GAR000000004238,1997-10-01,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.11,LT,1.4,,0.006,LT,2.5,1100
GAR000000004239,2003-01-20,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.11,LT,1.4,,0.006,LT,2.2,1100
GAR000000004240,2010-11-16,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.05,LT,1.52,,,,,1087.04
GAR000000004241,2012-07-25,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.01,LT,1.14,,,,,1102.15
GAR000000004242,2015-10-26,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.06,,1.3,,0.01,LT,6.6,1100
GAR000000004243,2018-11-29,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.05,LT,1.4,,0.01,LT,11,42
GAR000000051429,2021-12-14,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.11,,1.43,,0.01,LT,3.52,1147.73
GAR000000065397,2024-09-26,GMW000000037633,B26F0061,2,-32.24,-33.24,-3.36,29.88,0.39,,1.37,,0.01,LT,285.72,1099.01
GAR000000053634,2006-03-14,GMW000000057348,B48A0146,2,-32.1,-33.1,0.79,33.89,,,,,,,,12606
GAR000000053670,1998-08-13,GMW000000057348,B48A0146,2,-32.1,-33.1,0.79,33.89,,,,,,,,11536
GAR000000054283,2010-09-29,GMW000000057348,B48A0146,2,-32.1,-33.1,0.79,33.89,,,,,,,,6600
GAR000000062074,1994-05-20,GMW000000057307,B49D0114,4,-32.1,-33.1,1.25,34.35,,,,,,,,6507
GAR000000062341,1992-09-01,GMW000000057307,B49D0114,4,-32.1,-33.1,1.25,34.35,,,,,,,,6844
GAR000000062361,1993-07-09,GMW000000057307,B49D0114,4,-32.1,-33.1,1.25,34.35,,,,,,,,5900
GAR000000062635,1991-11-14,GMW000000057307,B49D0114,4,-32.1,-33.1,1.25,34.35,,,,,,,,6674
GAR000000004539,1956-08-15,GMW000000037668,B26E0003,1,-32.06,-33.06,2.69,35.75,0.0045,LT,0.03,,0.006,LT,,17
GAR000000004540,1961-02-10,GMW000000037668,B26E0003,1,-32.06,-33.06,2.69,35.75,0.0045,LT,0.1,,,,,14
GAR000000004541,1965-11-30,GMW000000037668,B26E0003,1,-32.06,-33.06,2.69,35.75,,,0.06,,0.006,LT,,14
GAR000000004542,1969-06-30,GMW000000037668,B26E0003,1,-32.06,-33.06,2.69,35.75,0.0045,LT,0.04,,0.006,LT,,13
GAR000000004543,1997-10-07,GMW000000037668,B26E0003,1,-32.06,-33.06,2.69,35.75,0.11,LT,0.03,,0.006,LT,0.5,13
GAR000000004544,2003-01-24,GMW000000037668,B26E0003,1,-32.06,-33.06,2.69,35.75,0.11,LT,0.04,,0.006,LT,0.5,9
GAR000000005144,1937-02-17,GMW000000037720,B21A0038,2,-32.02,-33.02,0.84,33.86,,,,,,,,1234
GAR000000005145,1985-09-04,GMW000000037720,B21A0038,2,-32.02,-33.02,0.84,33.86,0.02,LT,14,,0.006,LT,,1820
GAR000000005146,1996-11-26,GMW000000037720,B21A0038,2,-32.02,-33.02,0.84,33.86,0.11,LT,17.11,,0.003,,13,1500
GAR000000005147,2015-10-29,GMW000000037720,B21A0038,2,-32.02,-33.02,0.84,33.86,0.05,LT,11,,0.01,LT,22,870
GAR000000058816,1993-01-01,GMW000000050812,B49A0022,3,-32.0,-33.0,-0.95,32.05,,,,,,,,15933
GAR000000059000,1993-07-12,GMW000000050812,B49A0022,3,-32.0,-33.0,-0.95,32.05,,,,,,,,15542
GAR000000059179,1994-05-10,GMW000000050812,B49A0022,3,-32.0,-33.0,-0.95,32.05,,,,,,,,15260
GAR000000059282,1996-05-31,GMW000000050812,B49A0022,3,-32.0,-33.0,-0.95,32.05,,,,,,,,15107
GAR000000059295,1998-08-17,GMW000000050812,B49A0022,3,-32.0,-33.0,-0.95,32.05,,,,,,,,15227
GAR000000065539,2024-08-28,GMW000000082725,B07F0156,3,-31.0,-33.0,0.0,33.0,0.05,LT,0.89,,0.01,LT,4.5,368.92
GAR000000011476,1999-09-24,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,,,,,,,,
GAR000000011477,1994-06-01,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.05,,9.5,,,,,150
GAR000000011478,1999-09-24,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.02,LT,4.6,,,,9.6,130
GAR000000011479,2004-12-20,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.01,LT,5.2,,,,10,140
GAR000000011480,2007-10-12,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.02,LT,6.8,,,,9.9,140
GAR000000011481,2008-09-30,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.02,LT,8,,,,8.1,140
GAR000000011482,2010-03-16,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.01,LT,5.19,,,,,134.5
GAR000000011483,2011-10-13,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.01,LT,5.14,,,,,156.4
GAR000000011484,2012-10-22,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.01,LT,5.29,,,,,157.09
GAR000000011485,2013-10-31,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.05,LT,4.94,,,,,149.3
GAR000000011486,2014-10-14,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.05,,4.94,,,,,153.3
GAR000000011487,2015-10-22,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.04,LT,4.8,,0.03,LT,13,160
GAR000000011488,2016-11-03,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.04,LT,5.1,,0.03,,11,150
GAR000000011489,2019-02-07,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.01,LT,4.4,,0.01,LT,11,150
GAR000000011640,2006-04-24,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.14,,4.2,,,,8.7,150
GAR000000050614,2021-12-02,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.05,LT,5.56,,0.01,LT,7.72,146.87
GAR000000064713,2024-11-13,GMW000000041675,B10H0156,3,-31.99,-32.99,0.04,33.03,0.05,LT,5.48,,0.01,LT,9.42,148.74
GAR000000063244,1990-05-02,GMW000000056240,B48F0055,2,-31.94,-32.92,0.7,33.62,,,,,,,,30
GAR000000052679,1975-09-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,17618
GAR000000052693,1987-01-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,16413
GAR000000052711,1973-03-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,18322
GAR000000052959,1972-07-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,18348
GAR000000053065,1983-01-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,15594
GAR000000053144,1977-10-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,16307
GAR000000053424,1979-10-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,17275
GAR000000053542,1958-06-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,18300
GAR000000053585,1974-06-01,GMW000000044463,B48F0068,3,-31.8,-32.8,1.3,34.1,,,,,,,,18149
GAR000000050599,2021-11-23,GMW000000083471,B04F0055,5,-30.78,-32.78,4.29,37.07,0.05,LT,0.45,,0.01,LT,3.72,48.01
GAR000000064655,2024-10-28,GMW000000083471,B04F0055,5,-30.78,-32.78,4.29,37.07,0.05,LT,0.41,,0.01,LT,4.98,42.64
GAR000000053672,1988-05-11,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7200
GAR000000053680,1987-10-29,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7335
GAR000000053688,1989-04-24,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7515
GAR000000053706,1991-05-29,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,8392
GAR000000053707,1985-06-05,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7506
GAR000000053818,1988-10-12,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7510
GAR000000053924,1996-08-09,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7465
GAR000000054024,1994-05-24,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7835
GAR000000054091,1990-09-03,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7815
GAR000000054299,1987-06-01,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7730
GAR000000054551,1986-09-09,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,,,,,,7370
GAR000000054606,1990-03-05,GMW000000050895,B48A0136,2,-31.76,-32.76,-0.54,32.22,,,15.09,,,,,14305
GAR000000004516,1994-12-02,GMW000000037651,B26D0094,3,-31.73,-32.73,-3.71,29.02,0.01,LT,82.46,,0.01,LT,35,660
GAR000000004517,1998-11-27,GMW000000037651,B26D0094,3,-31.73,-32.73,-3.71,29.02,0.11,LT,0.03,LT,0.006,LT,31,450
GAR000000004570,1957-09-12,GMW000000037685,B26E0004,1,-31.69,-32.69,2.74,35.43,0.0045,LT,0.14,,0.006,LT,,19
GAR000000004571,1986-01-23,GMW000000037685,B26E0004,1,-31.69,-32.69,2.74,35.43,0.22,LT,0.1,,0.006,LT,,9
GAR000000004572,2003-01-21,GMW000000037685,B26E0004,1,-31.69,-32.69,2.74,35.43,0.11,LT,0.49,,0.006,LT,0.8,14
GAR000000003952,1975-01-15,GMW000000037730,B26G0085,3,-31.61,-32.61,2.66,35.27,,,,,,,,12
GAR000000003953,1997-10-08,GMW000000037730,B26G0085,3,-31.61,-32.61,2.66,35.27,0.11,LT,0.31,,0.006,LT,1.7,14
GAR000000012614,2003-05-21,GMW000000015492,B25A1506,4,-31.53,-32.53,0.61,33.14,0.03,LT,1.93,,,,3.8,39
GAR000000012615,2004-06-03,GMW000000015492,B25A1506,4,-31.53,-32.53,0.61,33.14,0.32,,1.41,,,,4.3,36
GAR000000004349,1984-11-16,GMW000000037749,B26C0109,2,-31.5,-32.5,-3.0,29.5,0.02,LT,1.01,,0.0091,,,520
GAR000000005312,1976-12-15,GMW000000011628,B21C0106,2,-31.44,-32.44,2.08,34.52,0.0045,LT,9.41,,0.01,,,739
GAR000000003960,1997-10-09,GMW000000037684,B26G0091,2,-31.43,-32.43,3.25,35.68,0.11,LT,0.03,LT,0.006,LT,0.5,11
GAR000000061968,1993-07-09,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,,,,,,,,1592
GAR000000062030,1996-10-29,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,2,LT,2.92,,,,,1900
GAR000000062118,2004-01-09,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,0.05,LT,3.74,,,,,1535
GAR000000062146,1997-12-23,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,2,LT,2.41,,,,,850
GAR000000062164,2003-01-17,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,0.1,LT,3,,,,,1330
GAR000000062236,1996-01-02,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,2,LT,3.82,,,,,1520
GAR000000062318,1992-10-06,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,,,,,,,,1789
GAR000000062340,2005-02-03,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,0.05,,2.7,,0.01,,,1500
GAR000000062406,1991-11-14,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,,,,,,,,2024
GAR000000062429,2001-12-04,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,0.5,LT,3.2,,,,,1300
GAR000000062610,1994-05-20,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,,,,,,,,1559
GAR000000062634,2011-09-07,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,,,,,,,,1000
GAR000000062676,2000-01-04,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,0.5,LT,2.4,,,,,1600
GAR000000062782,2001-01-12,GMW000000050974,B49D0097,4,-31.41,-32.41,1.67,34.08,0.5,LT,3.7,,,,,1500
GAR000000059653,1993-06-23,GMW000000050758,B42G0059,4,-31.4,-32.4,,,,,,,,,,19190
GAR000000059695,1990-09-27,GMW000000050758,B42G0059,4,-31.4,-32.4,,,,,,,,,,17890
GAR000000059804,1995-08-15,GMW000000050758,B42G0059,4,-31.4,-32.4,,,,,,,,,,17514
GAR000000060294,1993-01-01,GMW000000050758,B42G0059,4,-31.4,-32.4,,,,,,,,,,18189
GAR000000060353,1991-05-13,GMW000000050758,B42G0059,4,-31.4,-32.4,,,,,,,,,,18536
GAR000000061977,1991-11-14,GMW000000050651,B49D0120,4,-31.4,-32.4,2.3,34.7,,,,,,,,7704
GAR000000062514,1992-10-06,GMW000000050651,B49D0120,4,-31.4,-32.4,2.3,34.7,,,,,,,,8662
GAR000000062622,1994-05-26,GMW000000050651,B49D0120,4,-31.4,-32.4,2.3,34.7,,,,,,,,7525
GAR000000062671,1993-07-09,GMW000000050651,B49D0120,4,-31.4,-32.4,2.3,34.7,,,,,,,,7250
GAR000000050325,2016-10-24,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.04,LT,1.5,,0.03,LT,21,29
GAR000000050342,2012-11-13,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.01,,1.47,,,,,30.23
GAR000000050390,2013-10-31,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.05,LT,1.5,,,,,29.3
GAR000000050391,2019-01-15,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.01,LT,1.5,,0.01,LT,12,28
GAR000000050392,2014-10-13,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.05,LT,1.52,,,,,29
GAR000000050415,2015-10-08,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.04,LT,1.5,,0.06,,15,31
GAR000000050580,2021-11-23,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.05,LT,1.45,,0.01,LT,11.43,28.72
GAR000000064725,2024-10-14,GMW000000083470,B11B0377,2,-30.37,-32.37,-0.38,31.99,0.07,,1.4,,0.01,LT,11.47,28.38
GAR000000058036,1965-07-07,GMW000000018069,B43D0017,3,-31.3,-32.3,1.31,33.61,,,2,,,,,
GAR000000059654,1990-09-27,GMW000000050789,B42G0061,3,-31.2,-32.2,,,,,,,,,,18175
GAR000000059910,1997-07-08,GMW000000050789,B42G0061,3,-31.2,-32.2,,,,,,,,,,18034
GAR000000060101,1995-08-15,GMW000000050789,B42G0061,3,-31.2,-32.2,,,,,,,,,,17976
GAR000000060114,1991-05-13,GMW000000050789,B42G0061,3,-31.2,-32.2,,,,,,,,,,19253
GAR000000060476,1993-01-01,GMW000000050789,B42G0061,3,-31.2,-32.2,,,,,,,,,,18230
GAR000000062983,1998-06-08,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,15756
GAR000000063191,1998-02-19,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,0.1,LT,4.2,,,,,16000
GAR000000063252,1987-10-28,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,15785
GAR000000063281,1988-12-07,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,15550
GAR000000063330,1990-09-05,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,17010
GAR000000063500,1985-04-23,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,16411
GAR000000063519,1986-09-15,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,16224
GAR000000063522,1988-05-09,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,15750
GAR000000063585,1991-12-20,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,18779
GAR000000063589,1987-06-02,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,16060
GAR000000063618,1994-05-16,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,15607
GAR000000063630,2011-07-20,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,7.5
GAR000000063718,1990-05-01,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,2,,,,,15785
GAR000000063752,1992-05-21,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,21939
GAR000000063780,1989-04-25,GMW000000057299,B48E0173,2,-31.17,-32.17,1.82,33.99,,,,,,,,16130
GAR000000014497,1989-09-05,GMW000000034204,B09B0046,3,-31.15,-32.15,2.98,35.13,0.04,,1.41,,,,180,682
GAR000000014498,2011-01-25,GMW000000034204,B09B0046,3,-31.15,-32.15,2.98,35.13,0.05,LT,0.57,,,,,663.08
GAR000000011375,2006-03-21,GMW000000041671,B10B0191,1,-30.14,-32.14,0.08,32.22,0.05,,21,,0.03,,,5800
GAR000000011376,2010-03-18,GMW000000041671,B10B0191,1,-30.14,-32.14,0.08,32.22,0.01,LT,15.41,,,,,5766.7
GAR000000011377,2012-11-01,GMW000000041671,B10B0191,1,-30.14,-32.14,0.08,32.22,0.01,LT,15.59,,,,,6039.57
GAR000000011378,2015-11-04,GMW000000041671,B10B0191,1,-30.14,-32.14,0.08,32.22,0.04,LT,16,,0.09,,15,6400
GAR000000011379,2019-02-06,GMW000000041671,B10B0191,1,-30.14,-32.14,0.08,32.22,0.01,LT,15,,0.01,,5,5800
GAR000000062858,1993-06-24,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,16082
GAR000000062867,1994-05-16,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,15550
GAR000000062965,1981-10-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17282
GAR000000062973,1974-06-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17071
GAR000000063056,1992-07-14,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,18975
GAR000000063061,1977-10-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17118
GAR000000063067,1979-06-14,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,16693
GAR000000063097,1982-10-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17052
GAR000000063178,1984-01-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17481
GAR000000063267,1972-07-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17083
GAR000000063271,1978-11-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,16995
GAR000000063364,1983-01-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,17147
GAR000000063378,1976-10-01,GMW000000050764,B48E0135,5,-31.1,-32.1,1.31,33.41,,,,,,,,16395
