station,date,q_daily_mean_m3s,n_samples
TielWaal,2016-01-20,1965.46,145
TielWaal,2016-01-21,1775.4,145
TielWaal,2016-01-22,1644.8,145
TielWaal,2016-01-23,1555.63,145
TielWaal,2016-01-24,1490.17,145
TielWaal,2016-01-25,1440.64,145
TielWaal,2016-01-26,1425.14,145
TielWaal,2016-01-27,1445.72,145
TielWaal,2016-01-28,1471.01,145
TielWaal,2016-01-29,1501.84,145
TielWaal,2016-01-30,1522.04,145
TielWaal,2016-01-31,1548.36,145
TielWaal,2016-02-01,1630.91,147
TielWaal,2016-02-02,1782.51,145
TielWaal,2016-02-03,1999.81,145
TielWaal,2016-02-04,2383.85,145
TielWaal,2016-02-05,2786.08,145
TielWaal,2016-02-06,2934.92,145
TielWaal,2016-02-07,2884.94,145
TielWaal,2016-02-08,2806.87,145
TielWaal,2016-02-09,2711.53,145
TielWaal,2016-02-10,2615.47,145
TielWaal,2016-02-11,2700.96,145
TielWaal,2016-02-12,3097.28,145
TielWaal,2016-02-13,3427.76,145
TielWaal,2016-02-14,3501.03,145
TielWaal,2016-02-15,3309.16,145
TielWaal,2016-02-16,3076.8,145
TielWaal,2016-02-17,2953.97,145
TielWaal,2016-02-18,2843.72,145
TielWaal,2016-02-19,2675.33,145
TielWaal,2016-02-20,2450.91,145
TielWaal,2016-02-21,2266.68,145
TielWaal,2016-02-22,2175.06,145
TielWaal,2016-02-23,2238.76,145
TielWaal,2016-02-24,2468.23,145
TielWaal,2016-02-25,2664.73,145
TielWaal,2016-02-26,2844.4,145
TielWaal,2016-02-27,2928.81,145
TielWaal,2016-02-28,2841.9,145
TielWaal,2016-02-29,2625.27,145
TielWaal,2016-03-01,2399.16,147
TielWaal,2016-03-02,2202.42,145
TielWaal,2016-03-03,2044.68,145
TielWaal,2016-03-04,1932.86,145
TielWaal,2016-03-05,1905.74,145
TielWaal,2016-03-06,1964.94,145
TielWaal,2016-03-07,2117.75,145
TielWaal,2016-03-08,2270.12,145
TielWaal,2016-03-09,2339.3,145
TielWaal,2016-03-10,2319.37,145
TielWaal,2016-03-11,2241.44,145
TielWaal,2016-03-12,2121.12,145
TielWaal,2016-03-13,1996.78,145
TielWaal,2016-03-14,1882.4,145
TielWaal,2016-03-15,1781.06,145
TielWaal,2016-03-16,1699.69,145
TielWaal,2016-03-17,1628.06,145
TielWaal,2016-03-18,1564.11,145
TielWaal,2016-03-19,1517.41,145
TielWaal,2016-03-20,1483.32,145
TielWaal,2016-03-21,1443.53,145
TielWaal,2016-03-22,1417.79,145
TielWaal,2016-03-23,1399.69,145
TielWaal,2016-03-24,1378.81,145
TielWaal,2016-03-25,1366.89,145
TielWaal,2016-03-26,1359.42,145
TielWaal,2016-03-27,1349.28,145
TielWaal,2016-03-28,1351.05,145
TielWaal,2016-03-29,1354.12,145
TielWaal,2016-03-30,1365.28,145
TielWaal,2016-03-31,1373.92,145
TielWaal,2016-04-01,1394.96,147
TielWaal,2016-04-02,1426.45,145
TielWaal,2016-04-03,1561.2,145
TielWaal,2016-04-04,1741.99,145
TielWaal,2016-04-05,1762.64,145
TielWaal,2016-04-06,1692.26,145
TielWaal,2016-04-07,1643.42,145
TielWaal,2016-04-08,1646.28,145
TielWaal,2016-04-09,1664.54,145
TielWaal,2016-04-10,1645.56,145
TielWaal,2016-04-11,1586.79,145
TielWaal,2016-04-12,1544.38,145
TielWaal,2016-04-13,1502.16,145
TielWaal,2016-04-14,1464.79,145
TielWaal,2016-04-15,1439.27,145
TielWaal,2016-04-16,1453.77,145
TielWaal,2016-04-17,1460.27,145
TielWaal,2016-04-18,1462.17,145
TielWaal,2016-04-19,1522.46,145
TielWaal,2016-04-20,1738.17,145
TielWaal,2016-04-21,2010.17,145
TielWaal,2016-04-22,2117.33,145
TielWaal,2016-04-23,2059.64,145
TielWaal,2016-04-24,1958.37,145
TielWaal,2016-04-25,1859.0,145
TielWaal,2016-04-26,1766.57,145
TielWaal,2016-04-27,1724.37,145
TielWaal,2016-04-28,1736.48,145
TielWaal,2016-04-29,1786.47,145
TielWaal,2016-04-30,1797.63,145
TielWaal,2016-05-01,1778.65,147
TielWaal,2016-05-02,1723.87,145
TielWaal,2016-05-03,1688.47,145
TielWaal,2016-05-04,1723.42,145
TielWaal,2016-05-05,1773.54,145
TielWaal,2016-05-06,1781.94,145
TielWaal,2016-05-07,1753.22,145
TielWaal,2016-05-08,1704.95,145
TielWaal,2016-05-09,1636.47,145
TielWaal,2016-05-10,1567.74,145
TielWaal,2016-05-11,1507.84,145
TielWaal,2016-05-12,1456.91,145
TielWaal,2016-05-13,1427.02,145
TielWaal,2016-05-14,1409.24,145
TielWaal,2016-05-15,1411.47,145
TielWaal,2016-05-16,1468.4,145
TielWaal,2016-05-17,1620.3,145
TielWaal,2016-05-18,1807.14,145
TielWaal,2016-05-19,1948.69,145
TielWaal,2016-05-20,1990.47,145
TielWaal,2016-05-21,1931.88,145
TielWaal,2016-05-22,1848.59,145
TielWaal,2016-05-23,1788.83,145
TielWaal,2016-05-24,1749.42,145
TielWaal,2016-05-25,1705.75,145
TielWaal,2016-05-26,1649.05,145
TielWaal,2016-05-27,1623.77,145
TielWaal,2016-05-28,1656.94,145
TielWaal,2016-05-29,1713.84,145
TielWaal,2016-05-30,1748.58,145
TielWaal,2016-05-31,1835.41,145
TielWaal,2016-06-01,2071.52,147
TielWaal,2016-06-02,2589.3,145
TielWaal,2016-06-03,2979.91,145
TielWaal,2016-06-04,3038.15,145
TielWaal,2016-06-05,3043.48,145
TielWaal,2016-06-06,3023.54,145
TielWaal,2016-06-07,2973.92,145
TielWaal,2016-06-08,2982.78,145
TielWaal,2016-06-09,2905.71,145
TielWaal,2016-06-10,2697.48,145
TielWaal,2016-06-11,2547.65,145
TielWaal,2016-06-12,2507.65,145
TielWaal,2016-06-13,2497.27,145
TielWaal,2016-06-14,2515.11,145
TielWaal,2016-06-15,2639.49,145
TielWaal,2016-06-16,2828.22,145
TielWaal,2016-06-17,2942.88,145
TielWaal,2016-06-18,3007.06,145
TielWaal,2016-06-19,3050.39,145
TielWaal,2016-06-20,3076.23,145
TielWaal,2016-06-21,3102.57,145
TielWaal,2016-06-22,3131.66,145
TielWaal,2016-06-23,3076.15,145
TielWaal,2016-06-24,2962.77,145
TielWaal,2016-06-25,2829.53,145
TielWaal,2016-06-26,2726.37,145
TielWaal,2016-06-27,2774.63,145
TielWaal,2016-06-28,2847.31,145
TielWaal,2016-06-29,2829.89,145
TielWaal,2016-06-30,2718.96,145
TielWaal,2016-07-01,2574.33,147
TielWaal,2016-07-02,2442.18,145
TielWaal,2016-07-03,2309.06,145
TielWaal,2016-07-04,2182.16,145
TielWaal,2016-07-05,2097.45,145
TielWaal,2016-07-06,2024.1,145
TielWaal,2016-07-07,1948.44,145
TielWaal,2016-07-08,1881.27,145
TielWaal,2016-07-09,1812.4,145
TielWaal,2016-07-10,1730.17,145
TielWaal,2016-07-11,1659.61,145
TielWaal,2016-07-12,1598.47,145
TielWaal,2016-07-13,1536.69,145
TielWaal,2016-07-14,1491.0,145
TielWaal,2016-07-15,1477.43,145
TielWaal,2016-07-16,1502.36,145
TielWaal,2016-07-17,1577.63,145
TielWaal,2016-07-18,1657.28,145
TielWaal,2016-07-19,1699.68,145
TielWaal,2016-07-20,1702.48,145
TielWaal,2016-07-21,1665.95,145
TielWaal,2016-07-22,1611.8,145
TielWaal,2016-07-23,1558.38,145
TielWaal,2016-07-24,1549.08,145
TielWaal,2016-07-25,1561.38,145
TielWaal,2016-07-26,1574.81,145
TielWaal,2016-07-27,1542.08,145
TielWaal,2016-07-28,1504.28,145
TielWaal,2016-07-29,1467.82,145
TielWaal,2016-07-30,1469.64,145
TielWaal,2016-07-31,1464.95,145
TielWaal,2016-08-01,1449.92,147
TielWaal,2016-08-02,1422.95,145
TielWaal,2016-08-03,1404.44,145
TielWaal,2016-08-04,1400.95,145
TielWaal,2016-08-05,1408.15,145
TielWaal,2016-08-06,1403.15,145
TielWaal,2016-08-07,1386.22,145
TielWaal,2016-08-08,1385.61,145
TielWaal,2016-08-09,1400.89,145
TielWaal,2016-08-10,1436.59,145
TielWaal,2016-08-11,1458.25,145
TielWaal,2016-08-12,1438.46,145
TielWaal,2016-08-13,1414.02,145
TielWaal,2016-08-14,1392.22,145
TielWaal,2016-08-15,1368.23,145
TielWaal,2016-08-16,1351.3,145
TielWaal,2016-08-17,1333.48,145
TielWaal,2016-08-18,1317.37,145
TielWaal,2016-08-19,1291.05,145
TielWaal,2016-08-20,1262.1,145
TielWaal,2016-08-21,1247.79,145
TielWaal,2016-08-22,1241.11,145
TielWaal,2016-08-23,1242.59,145
TielWaal,2016-08-24,1250.75,145
TielWaal,2016-08-25,1241.47,145
TielWaal,2016-08-26,1216.3,145
TielWaal,2016-08-27,1190.24,145
TielWaal,2016-08-28,1168.64,145
TielWaal,2016-08-29,1150.26,145
TielWaal,2016-08-30,1131.16,145
TielWaal,2016-08-31,1109.91,145
TielWaal,2016-09-01,1092.26,147
TielWaal,2016-09-02,1075.07,145
TielWaal,2016-09-03,1054.85,145
TielWaal,2016-09-04,1040.18,145
TielWaal,2016-09-05,1040.53,145
TielWaal,2016-09-06,1051.25,145
TielWaal,2016-09-07,1039.42,145
TielWaal,2016-09-08,1015.89,145
TielWaal,2016-09-09,995.44,145
TielWaal,2016-09-10,1010.17,145
TielWaal,2016-09-11,1052.08,145
TielWaal,2016-09-12,1063.79,145
TielWaal,2016-09-13,1058.25,145
TielWaal,2016-09-14,1044.62,145
TielWaal,2016-09-15,1026.59,145
TielWaal,2016-09-16,1017.32,145
TielWaal,2016-09-17,1005.82,145
TielWaal,2016-09-18,978.74,145
TielWaal,2016-09-19,951.9,145
TielWaal,2016-09-20,942.2,145
TielWaal,2016-09-21,949.94,145
TielWaal,2016-09-22,969.05,145
TielWaal,2016-09-23,996.36,145
TielWaal,2016-09-24,994.77,145
TielWaal,2016-09-25,975.32,145
TielWaal,2016-09-26,950.41,145
TielWaal,2016-09-27,926.3,145
TielWaal,2016-09-28,907.88,145
TielWaal,2016-09-29,897.77,145
TielWaal,2016-09-30,887.28,145
TielWaal,2016-10-01,877.32,147
TielWaal,2016-10-02,879.68,145
TielWaal,2016-10-03,874.99,145
TielWaal,2016-10-04,871.93,145
TielWaal,2016-10-05,873.01,145
TielWaal,2016-10-06,864.26,145
TielWaal,2016-10-07,850.59,145
TielWaal,2016-10-08,834.25,145
TielWaal,2016-10-09,812.09,145
TielWaal,2016-10-10,796.64,145
TielWaal,2016-10-11,783.34,145
TielWaal,2016-10-12,778.11,145
TielWaal,2016-10-13,770.85,145
TielWaal,2016-10-14,761.32,145
TielWaal,2016-10-15,755.73,145
TielWaal,2016-10-16,745.86,145
TielWaal,2016-10-17,731.6,145
TielWaal,2016-10-18,733.13,145
TielWaal,2016-10-19,755.46,145
TielWaal,2016-10-20,769.64,145
TielWaal,2016-10-21,782.53,145
TielWaal,2016-10-22,791.67,145
TielWaal,2016-10-23,801.12,145
TielWaal,2016-10-24,818.79,145
TielWaal,2016-10-25,848.66,145
TielWaal,2016-10-26,861.97,145
TielWaal,2016-10-27,866.72,145
TielWaal,2016-10-28,877.37,145
TielWaal,2016-10-29,896.63,145
TielWaal,2016-10-30,911.54,145
TielWaal,2016-10-31,920.43,145
TielWaal,2016-11-01,937.51,147
TielWaal,2016-11-02,937.87,145
TielWaal,2016-11-03,920.15,145
TielWaal,2016-11-04,895.66,145
TielWaal,2016-11-05,879.07,145
TielWaal,2016-11-06,871.47,145
TielWaal,2016-11-07,849.05,145
TielWaal,2016-11-08,839.35,145
TielWaal,2016-11-09,860.97,145
TielWaal,2016-11-10,892.04,145
TielWaal,2016-11-11,934.35,145
TielWaal,2016-11-12,984.32,145
TielWaal,2016-11-13,1016.49,145
TielWaal,2016-11-14,1062.94,145
TielWaal,2016-11-15,1187.44,145
TielWaal,2016-11-16,1315.73,145
TielWaal,2016-11-17,1349.67,145
TielWaal,2016-11-18,1344.29,145
TielWaal,2016-11-19,1335.07,145
TielWaal,2016-11-20,1353.16,145
TielWaal,2016-11-21,1367.07,145
TielWaal,2016-11-22,1387.36,145
TielWaal,2016-11-23,1394.88,145
TielWaal,2016-11-24,1425.91,145
TielWaal,2016-11-25,1429.13,145
TielWaal,2016-11-26,1399.62,145
TielWaal,2016-11-27,1353.76,145
TielWaal,2016-11-28,1303.01,145
TielWaal,2016-11-29,1251.49,145
TielWaal,2016-11-30,1199.85,145
TielWaal,2016-12-01,1154.93,147
TielWaal,2016-12-02,1110.05,145
TielWaal,2016-12-03,1061.03,145
TielWaal,2016-12-04,1016.46,145
TielWaal,2016-12-05,965.68,145
TielWaal,2016-12-06,954.55,145
TielWaal,2016-12-07,941.34,145
TielWaal,2016-12-08,922.19,145
TielWaal,2016-12-09,912.7,145
TielWaal,2016-12-10,902.34,145
TielWaal,2016-12-11,902.57,145
TielWaal,2016-12-12,891.82,145
TielWaal,2016-12-13,875.97,145
TielWaal,2016-12-14,861.12,145
TielWaal,2016-12-15,847.75,145
TielWaal,2016-12-16,837.24,145
TielWaal,2016-12-17,826.23,145
TielWaal,2016-12-18,823.12,145
TielWaal,2016-12-19,813.17,145
TielWaal,2016-12-20,803.25,145
TielWaal,2016-12-21,795.49,145
TielWaal,2016-12-22,796.03,145
TielWaal,2016-12-23,794.19,145
TielWaal,2016-12-24,798.16,145
TielWaal,2016-12-25,814.56,145
TielWaal,2016-12-26,813.23,145
TielWaal,2016-12-27,822.81,145
TielWaal,2016-12-28,815.18,145
TielWaal,2016-12-29,802.66,145
TielWaal,2016-12-30,792.11,145
TielWaal,2016-12-31,788.22,145
TielWaal,2017-01-01,767.88,2
Venlo,2004-01-01,271.91,145
Venlo,2004-01-02,253.38,145
Venlo,2004-01-03,223.44,145
Venlo,2004-01-04,171.76,145
Venlo,2004-01-05,207.57,145
Venlo,2004-01-06,154.03,145
Venlo,2004-01-07,174.24,145
Venlo,2004-01-08,193.47,145
Venlo,2004-01-09,242.51,145
Venlo,2004-01-10,261.92,145
Venlo,2004-01-11,324.15,145
Venlo,2004-01-12,427.14,145
Venlo,2004-01-13,667.66,145
Venlo,2004-01-14,921.03,145
Venlo,2004-01-15,1030.75,145
Venlo,2004-01-16,1044.35,145
Venlo,2004-01-17,1064.63,145
Venlo,2004-01-18,1123.89,145
Venlo,2004-01-19,1009.06,145
Venlo,2004-01-20,954.03,145
Venlo,2004-01-21,1215.52,145
Venlo,2004-01-22,1295.42,145
Venlo,2004-01-23,1112.79,145
Venlo,2004-01-24,886.4,145
Venlo,2004-01-25,708.43,145
Venlo,2004-01-26,710.11,145
Venlo,2004-01-27,610.13,145
Venlo,2004-01-28,555.16,145
Venlo,2004-01-29,492.61,145
Venlo,2004-01-30,423.17,145
Venlo,2004-01-31,391.15,145
Venlo,2004-02-01,442.36,147
Venlo,2004-02-02,655.76,145
Venlo,2004-02-03,735.4,145
Venlo,2004-02-04,643.11,145
Venlo,2004-02-05,510.78,145
Venlo,2004-02-06,492.56,145
Venlo,2004-02-07,443.13,145
Venlo,2004-02-08,465.66,145
Venlo,2004-02-09,511.46,145
Venlo,2004-02-10,447.16,145
Venlo,2004-02-11,434.13,145
Venlo,2004-02-12,471.09,145
Venlo,2004-02-13,477.49,145
Venlo,2004-02-14,415.22,145
Venlo,2004-02-15,382.67,145
Venlo,2004-02-16,377.77,145
Venlo,2004-02-17,310.89,145
Venlo,2004-02-18,299.77,145
Venlo,2004-02-19,309.22,145
Venlo,2004-02-20,310.8,145
Venlo,2004-02-21,280.33,145
Venlo,2004-02-22,270.04,145
Venlo,2004-02-23,269.1,145
Venlo,2004-02-24,232.28,145
Venlo,2004-02-25,231.34,145
Venlo,2004-02-26,240.37,145
Venlo,2004-02-27,227.07,145
Venlo,2004-02-28,215.95,145
Venlo,2004-02-29,220.78,145
Venlo,2004-03-01,243.35,147
Venlo,2004-03-02,181.99,145
Venlo,2004-03-03,148.21,145
Venlo,2004-03-04,186.26,145
Venlo,2004-03-05,170.07,145
Venlo,2004-03-06,196.8,145
Venlo,2004-03-07,189.56,145
Venlo,2004-03-08,220.35,145
Venlo,2004-03-09,198.34,145
Venlo,2004-03-10,183.3,145
Venlo,2004-03-11,187.15,145
Venlo,2004-03-12,175.05,145
Venlo,2004-03-13,188.35,145
Venlo,2004-03-14,200.65,145
Venlo,2004-03-15,244.4,145
Venlo,2004-03-16,213.9,145
Venlo,2004-03-17,160.68,145
Venlo,2004-03-18,156.1,145
Venlo,2004-03-19,183.84,145
Venlo,2004-03-20,201.51,145
Venlo,2004-03-21,260.52,145
Venlo,2004-03-22,388.36,145
Venlo,2004-03-23,467.87,145
Venlo,2004-03-24,507.38,145
Venlo,2004-03-25,444.99,145
Venlo,2004-03-26,353.24,145
Venlo,2004-03-27,320.56,145
Venlo,2004-03-28,291.83,145
Venlo,2004-03-29,267.97,145
Venlo,2004-03-30,228.77,145
Venlo,2004-03-31,223.12,145
Venlo,2004-04-01,191.17,147
Venlo,2004-04-02,204.56,145
Venlo,2004-04-03,178.03,145
Venlo,2004-04-04,175.87,145
Venlo,2004-04-05,208.09,145
Venlo,2004-04-06,198.41,145
Venlo,2004-04-07,246.06,145
Venlo,2004-04-08,261.73,145
Venlo,2004-04-09,278.8,145
Venlo,2004-04-10,268.64,145
Venlo,2004-04-11,250.47,145
Venlo,2004-04-12,252.8,145
Venlo,2004-04-13,213.95,145
Venlo,2004-04-14,188.7,145
Venlo,2004-04-15,168.23,145
Venlo,2004-04-16,160.5,145
Venlo,2004-04-17,164.04,145
Venlo,2004-04-18,146.6,145
Venlo,2004-04-19,176.93,145
Venlo,2004-04-20,156.35,145
Venlo,2004-04-21,146.62,145
Venlo,2004-04-22,154.58,145
Venlo,2004-04-23,169.66,145
Venlo,2004-04-24,178.95,145
Venlo,2004-04-25,169.31,145
Venlo,2004-04-26,184.25,145
Venlo,2004-04-27,147.37,145
Venlo,2004-04-28,153.91,145
Venlo,2004-04-29,133.79,145
Venlo,2004-04-30,141.41,145
Venlo,2004-05-01,173.82,147
Venlo,2004-05-02,169.57,145
Venlo,2004-05-03,114.86,145
Venlo,2004-05-04,118.78,145
Venlo,2004-05-05,128.94,145
Venlo,2004-05-06,105.09,145
Venlo,2004-05-07,127.16,145
Venlo,2004-05-08,262.08,145
Venlo,2004-05-09,470.18,145
Venlo,2004-05-10,500.66,145
Venlo,2004-05-11,419.9,145
Venlo,2004-05-12,314.09,145
Venlo,2004-05-13,266.17,145
Venlo,2004-05-14,254.41,145
Venlo,2004-05-15,216.12,145
Venlo,2004-05-16,183.76,145
Venlo,2004-05-17,208.69,145
Venlo,2004-05-18,170.69,145
Venlo,2004-05-19,152.75,145
Venlo,2004-05-20,167.94,145
Venlo,2004-05-21,161.44,145
Venlo,2004-05-22,110.74,145
Venlo,2004-05-23,114.45,145
Venlo,2004-05-24,135.36,145
Venlo,2004-05-25,93.63,145
Venlo,2004-05-26,111.95,145
Venlo,2004-05-27,97.41,145
Venlo,2004-05-28,93.93,145
Venlo,2004-05-29,103.93,145
Venlo,2004-05-30,70.73,145
Venlo,2004-05-31,142.92,145
Venlo,2004-06-01,115.61,147
Venlo,2004-06-02,63.22,145
Venlo,2004-06-03,164.72,145
Venlo,2004-06-04,95.76,145
Venlo,2004-06-05,128.34,145
Venlo,2004-06-06,106.05,145
Venlo,2004-06-07,103.62,145
Venlo,2004-06-08,88.84,145
Venlo,2004-06-09,61.46,145
Venlo,2004-06-10,68.41,145
Venlo,2004-06-11,138.85,145
Venlo,2004-06-12,76.29,145
Venlo,2004-06-13,124.67,145
Venlo,2004-06-14,128.94,145
Venlo,2004-06-15,63.06,145
Venlo,2004-06-16,87.44,145
Venlo,2004-06-17,65.64,145
Venlo,2004-06-18,63.9,145
Venlo,2004-06-19,66.19,145
Venlo,2004-06-20,62.75,145
Venlo,2004-06-21,82.85,145
Venlo,2004-06-22,82.97,145
Venlo,2004-06-23,73.17,145
Venlo,2004-06-24,60.42,145
Venlo,2004-06-25,59.57,145
Venlo,2004-06-26,55.35,145
Venlo,2004-06-27,52.3,145
Venlo,2004-06-28,80.77,145
Venlo,2004-06-29,57.99,145
Venlo,2004-06-30,34.22,145
Venlo,2004-07-01,53.04,147
Venlo,2004-07-02,48.81,145
Venlo,2004-07-03,50.25,145
Venlo,2004-07-04,50.85,145
Venlo,2004-07-05,78.82,145
Venlo,2004-07-06,59.52,145
Venlo,2004-07-07,40.13,145
Venlo,2004-07-08,86.96,145
Venlo,2004-07-09,83.71,145
Venlo,2004-07-10,149.97,145
Venlo,2004-07-11,109.26,145
Venlo,2004-07-12,121.8,145
Venlo,2004-07-13,92.36,145
Venlo,2004-07-14,65.34,145
Venlo,2004-07-15,69.73,145
Venlo,2004-07-16,76.9,145
Venlo,2004-07-17,55.0,145
Venlo,2004-07-18,115.35,145
Venlo,2004-07-19,97.4,145
Venlo,2004-07-20,109.35,145
Venlo,2004-07-21,151.75,145
Venlo,2004-07-22,122.36,145
Venlo,2004-07-23,191.31,145
Venlo,2004-07-24,100.91,145
Venlo,2004-07-25,105.98,145
Venlo,2004-07-26,92.65,145
Venlo,2004-07-27,79.66,145
Venlo,2004-07-28,61.35,145
Venlo,2004-07-29,51.9,145
Venlo,2004-07-30,38.79,145
Venlo,2004-07-31,57.65,145
Venlo,2004-08-01,42.66,147
Venlo,2004-08-02,51.45,145
Venlo,2004-08-03,54.14,145
Venlo,2004-08-04,49.42,145
Venlo,2004-08-05,41.96,145
Venlo,2004-08-06,35.22,145
Venlo,2004-08-07,38.64,145
Venlo,2004-08-08,125.04,145
Venlo,2004-08-09,81.52,145
Venlo,2004-08-10,67.53,145
Venlo,2004-08-11,92.39,145
Venlo,2004-08-12,68.02,145
Venlo,2004-08-13,103.48,145
Venlo,2004-08-14,113.66,145
Venlo,2004-08-15,163.7,145
Venlo,2004-08-16,117.71,145
Venlo,2004-08-17,74.86,145
Venlo,2004-08-18,100.76,145
Venlo,2004-08-19,239.53,145
Venlo,2004-08-20,195.67,145
Venlo,2004-08-21,151.48,145
Venlo,2004-08-22,190.71,145
Venlo,2004-08-23,134.29,145
Venlo,2004-08-24,143.46,145
Venlo,2004-08-25,98.02,145
Venlo,2004-08-26,152.22,145
Venlo,2004-08-27,149.25,145
Venlo,2004-08-28,174.52,145
Venlo,2004-08-29,275.82,145
Venlo,2004-08-30,330.93,145
Venlo,2004-08-31,243.74,145
Venlo,2004-09-01,240.34,147
Venlo,2004-09-02,192.35,145
Venlo,2004-09-03,132.1,145
Venlo,2004-09-04,117.14,145
Venlo,2004-09-05,99.94,145
Venlo,2004-09-06,135.21,145
Venlo,2004-09-07,69.31,145
Venlo,2004-09-08,111.44,145
Venlo,2004-09-09,68.17,145
Venlo,2004-09-10,59.65,145
Venlo,2004-09-11,96.46,145
Venlo,2004-09-12,129.4,145
Venlo,2004-09-13,123.22,145
Venlo,2004-09-14,80.62,145
Venlo,2004-09-15,74.03,145
Venlo,2004-09-16,61.41,145
Venlo,2004-09-17,59.31,145
Venlo,2004-09-18,58.56,145
Venlo,2004-09-19,57.99,145
Venlo,2004-09-20,62.63,145
Venlo,2004-09-21,70.87,145
Venlo,2004-09-22,45.43,145
Venlo,2004-09-23,122.21,145
Venlo,2004-09-24,191.58,145
Venlo,2004-09-25,163.78,145
Venlo,2004-09-26,237.72,145
Venlo,2004-09-27,271.3,145
Venlo,2004-09-28,89.56,145
Venlo,2004-09-29,114.43,145
Venlo,2004-09-30,96.39,145
Venlo,2004-10-01,102.84,147
Venlo,2004-10-02,94.58,145
Venlo,2004-10-03,80.05,145
Venlo,2004-10-04,96.16,145
Venlo,2004-10-05,69.14,145
Venlo,2004-10-06,122.26,145
Venlo,2004-10-07,103.86,145
Venlo,2004-10-08,83.74,145
Venlo,2004-10-09,52.34,145
Venlo,2004-10-10,94.08,145
Venlo,2004-10-11,81.97,145
Venlo,2004-10-12,71.23,145
Venlo,2004-10-13,58.73,145
Venlo,2004-10-14,67.79,145
Venlo,2004-10-15,51.33,145
Venlo,2004-10-16,63.58,145
Venlo,2004-10-17,70.81,145
Venlo,2004-10-18,71.05,145
Venlo,2004-10-19,40.15,145
Venlo,2004-10-20,73.83,145
Venlo,2004-10-21,158.62,145
Venlo,2004-10-22,220.3,145
Venlo,2004-10-23,176.05,145
Venlo,2004-10-24,158.05,145
Venlo,2004-10-25,132.66,145
Venlo,2004-10-26,110.75,145
Venlo,2004-10-27,119.7,145
Venlo,2004-10-28,121.04,145
Venlo,2004-10-29,85.54,145
Venlo,2004-10-30,147.94,145
Venlo,2004-10-31,113.3,145
Venlo,2004-11-01,147.99,147
Venlo,2004-11-02,148.95,145
Venlo,2004-11-03,137.04,145
Venlo,2004-11-04,113.09,145
Venlo,2004-11-05,130.92,145
Venlo,2004-11-06,111.64,145
Venlo,2004-11-07,129.4,145
Venlo,2004-11-08,150.34,145
Venlo,2004-11-09,153.0,145
Venlo,2004-11-10,145.88,145
Venlo,2004-11-11,178.94,145
Venlo,2004-11-12,147.79,145
Venlo,2004-11-13,133.23,145
Venlo,2004-11-14,120.12,145
Venlo,2004-11-15,159.19,145
Venlo,2004-11-16,96.64,145
Venlo,2004-11-17,114.94,145
Venlo,2004-11-18,157.47,145
Venlo,2004-11-19,375.08,145
Venlo,2004-11-20,395.16,145
Venlo,2004-11-21,299.99,145
Venlo,2004-11-22,316.47,145
Venlo,2004-11-23,230.67,145
Venlo,2004-11-24,255.61,145
Venlo,2004-11-25,235.99,145
Venlo,2004-11-26,235.52,145
Venlo,2004-11-27,207.54,145
Venlo,2004-11-28,213.47,145
Venlo,2004-11-29,240.59,145
Venlo,2004-11-30,200.2,145
Venlo,2004-12-01,206.94,147
Venlo,2004-12-02,184.55,145
Venlo,2004-12-03,181.45,145
Venlo,2004-12-04,155.97,145
Venlo,2004-12-05,171.01,145
Venlo,2004-12-06,176.87,145
Venlo,2004-12-07,145.36,145
Venlo,2004-12-08,153.12,145
Venlo,2004-12-09,153.3,145
Venlo,2004-12-10,143.77,145
Venlo,2004-12-11,117.57,145
Venlo,2004-12-12,116.46,145
Venlo,2004-12-13,144.81,145
Venlo,2004-12-14,138.75,145
Venlo,2004-12-15,109.84,145
Venlo,2004-12-16,103.22,145
Venlo,2004-12-17,125.49,145
Venlo,2004-12-18,247.83,145
Venlo,2004-12-19,283.66,145
Venlo,2004-12-20,327.53,145
Venlo,2004-12-21,327.62,145
Venlo,2004-12-22,272.86,145
Venlo,2004-12-23,288.03,145
Venlo,2004-12-24,295.11,145
Venlo,2004-12-25,428.56,145
Venlo,2004-12-26,528.1,145
Venlo,2004-12-27,506.14,145
Venlo,2004-12-28,443.07,145
Venlo,2004-12-29,395.88,145
Venlo,2004-12-30,373.85,145
Venlo,2004-12-31,345.39,145
Venlo,2005-01-01,376.66,145
Venlo,2005-01-02,395.45,145
Venlo,2005-01-03,403.55,145
Venlo,2005-01-04,391.96,145
Venlo,2005-01-05,350.2,145
Venlo,2005-01-06,340.08,145
Venlo,2005-01-07,389.92,145
Venlo,2005-01-08,368.94,145
Venlo,2005-01-09,359.33,145
Venlo,2005-01-10,363.24,145
Venlo,2005-01-11,288.93,145
Venlo,2005-01-12,313.07,145
Venlo,2005-01-13,307.26,145
Venlo,2005-01-14,327.15,145
Venlo,2005-01-15,274.32,145
Venlo,2005-01-16,261.74,145
Venlo,2005-01-17,279.46,145
Venlo,2005-01-18,268.67,145
Venlo,2005-01-19,432.02,145
Venlo,2005-01-20,457.57,145
Venlo,2005-01-21,558.91,145
Venlo,2005-01-22,607.43,145
Venlo,2005-01-23,598.89,145
Venlo,2005-01-24,600.64,145
Venlo,2005-01-25,525.08,145
Venlo,2005-01-26,445.9,145
Venlo,2005-01-27,412.29,145
Venlo,2005-01-28,335.79,145
