locationId,parameter,date,value_mgL,units
NL25_690505,Ptot,2009-06-02,0.075,mg/l
NL25_690505,Ptot,2009-06-03,0.09,mg/l
NL25_690505,Ptot,2009-06-29,0.15,mg/l
NL25_690505,Ptot,2009-06-30,0.15,mg/l
NL25_690505,Ptot,2009-07-27,0.215,mg/l
NL25_690505,Ptot,2009-07-28,0.33,mg/l
NL25_690505,Ptot,2009-09-02,0.205,mg/l
NL25_690505,Ptot,2009-09-03,0.24,mg/l
NL25_690505,Ptot,2009-09-27,0.17,mg/l
NL25_690505,Ptot,2009-09-28,0.24,mg/l
NL25_690505,Ptot,2009-11-02,0.48,mg/l
NL25_690505,Ptot,2009-11-03,0.2,mg/l
NL25_690505,Ptot,2009-11-29,0.22,mg/l
NL25_690505,Ptot,2009-11-30,0.14,mg/l
NL25_690505,Ptot,2009-12-01,0.14,mg/l
NL25_690505,Ptot,2009-12-22,0.405,mg/l
NL25_690505,Ptot,2009-12-23,0.6,mg/l
NL25_690505,Ptot,2010-01-19,0.13,mg/l
NL25_690505,Ptot,2010-01-20,0.08,mg/l
NL25_690505,Ptot,2010-01-21,0.08,mg/l
NL25_690505,Ptot,2010-02-16,0.14,mg/l
NL25_690505,Ptot,2010-02-17,0.14,mg/l
NL25_690505,Ptot,2010-03-15,0.42,mg/l
NL25_690505,Ptot,2010-03-16,0.42,mg/l
NL25_690505,Ptot,2010-04-12,0.215,mg/l
NL25_690505,Ptot,2010-04-13,0.23,mg/l
NL25_690505,Ptot,2010-05-17,0.185,mg/l
NL25_690505,Ptot,2010-05-18,0.17,mg/l
NL25_690505,Ptot,2010-06-14,0.24,mg/l
NL25_690505,Ptot,2010-06-15,0.28,mg/l
NL25_690505,Ptot,2010-07-12,0.195,mg/l
NL25_690505,Ptot,2010-07-13,0.2,mg/l
NL25_690505,Ptot,2010-08-10,0.305,mg/l
NL25_690505,Ptot,2010-08-11,0.4,mg/l
NL25_690505,Ptot,2010-09-13,0.155,mg/l
NL25_690505,Ptot,2010-09-14,0.14,mg/l
NL25_690505,Ptot,2010-10-11,0.29,mg/l
NL25_690505,Ptot,2010-10-12,0.16,mg/l
NL25_690505,Ptot,2010-11-09,0.15,mg/l
NL25_690505,Ptot,2010-11-10,0.07,mg/l
NL25_690505,Ptot,2010-12-05,0.96,mg/l
NL25_690505,Ptot,2010-12-06,1.8,mg/l
NL25_690505,Ptot,2011-01-11,0.337,mg/l
NL25_690505,Ptot,2011-01-12,0.45,mg/l
NL25_690505,Ptot,2011-02-07,0.83,mg/l
NL25_690505,Ptot,2011-02-08,0.09,mg/l
NL25_690505,Ptot,2011-03-15,0.233,mg/l
NL25_690505,Ptot,2011-03-16,0.28,mg/l
NL25_690505,Ptot,2011-04-06,0.207,mg/l
NL25_690505,Ptot,2011-04-07,0.2,mg/l
NL25_690505,Ptot,2011-05-16,0.197,mg/l
NL25_690505,Ptot,2011-05-17,0.22,mg/l
NL25_690505,Ptot,2011-06-14,0.093,mg/l
NL25_690505,Ptot,2011-06-15,0.08,mg/l
NL25_690505,Ptot,2011-07-11,0.16,mg/l
NL25_690505,Ptot,2011-07-12,0.16,mg/l
NL25_690505,Ptot,2011-08-15,0.36,mg/l
NL25_690505,Ptot,2011-08-16,0.08,mg/l
NL25_690505,Ptot,2011-09-12,0.177,mg/l
NL25_690505,Ptot,2011-09-13,0.18,mg/l
NL25_690505,Ptot,2011-10-11,0.173,mg/l
NL25_690505,Ptot,2011-10-12,0.18,mg/l
NL25_690505,Ptot,2011-11-06,0.16,mg/l
NL25_690505,Ptot,2011-11-07,0.18,mg/l
NL25_690505,Ptot,2011-12-04,0.087,mg/l
NL25_690505,Ptot,2011-12-05,0.08,mg/l
NL25_690505,Ptot,2012-01-15,0.08,mg/l
NL25_690505,Ptot,2012-01-16,0.08,mg/l
NL25_690505,Ptot,2012-02-13,0.82,mg/l
NL25_690505,Ptot,2012-02-14,0.82,mg/l
NL25_690505,Ptot,2012-03-18,0.1,mg/l
NL25_690505,Ptot,2012-03-19,0.1,mg/l
NL25_690505,Ptot,2012-04-17,0.23,mg/l
NL25_690505,Ptot,2012-04-18,0.23,mg/l
NL25_690505,Ptot,2012-05-20,0.32,mg/l
NL25_690505,Ptot,2012-05-21,0.32,mg/l
NL25_690505,Ptot,2012-06-18,0.22,mg/l
NL25_690505,Ptot,2012-06-19,0.22,mg/l
NL25_690505,Ptot,2012-07-22,0.12,mg/l
NL25_690505,Ptot,2012-07-23,0.12,mg/l
NL25_690505,Ptot,2012-08-21,0.2,mg/l
NL25_690505,Ptot,2012-08-22,0.2,mg/l
NL25_690505,Ptot,2012-09-16,0.16,mg/l
NL25_690505,Ptot,2012-09-17,0.16,mg/l
NL25_690505,Ptot,2012-10-16,0.47,mg/l
NL25_690505,Ptot,2012-10-17,0.47,mg/l
NL25_690505,Ptot,2012-11-12,0.11,mg/l
NL25_690505,Ptot,2012-11-13,0.11,mg/l
NL25_690505,Ptot,2012-12-11,0.23,mg/l
NL25_690505,Ptot,2012-12-12,0.23,mg/l
NL25_690505,Ptot,2013-01-29,0.69,mg/l
NL25_690505,Ptot,2013-01-30,0.07,mg/l
NL25_690505,Ptot,2013-02-20,0.11,mg/l
NL25_690505,Ptot,2013-02-21,0.11,mg/l
NL25_690505,Ptot,2013-03-17,0.37,mg/l
NL25_690505,Ptot,2013-03-18,0.17,mg/l
NL25_690505,Ptot,2013-04-08,0.45,mg/l
NL25_690505,Ptot,2013-04-09,0.45,mg/l
NL25_690505,Ptot,2013-05-13,0.15,mg/l
NL25_690505,Ptot,2013-05-14,0.15,mg/l
NL25_690505,Ptot,2013-06-09,0.06,mg/l
NL25_690505,Ptot,2013-06-10,0.06,mg/l
NL25_690505,Ptot,2013-07-08,0.12,mg/l
NL25_690505,Ptot,2013-07-09,0.12,mg/l
NL25_690505,Ptot,2013-08-12,0.13,mg/l
NL25_690505,Ptot,2013-08-13,0.07,mg/l
NL25_690505,Ptot,2013-09-09,0.13,mg/l
NL25_690505,Ptot,2013-09-10,0.13,mg/l
NL25_690505,Ptot,2013-10-07,1.14,mg/l
NL25_690505,Ptot,2013-10-08,0.17,mg/l
NL25_690505,Ptot,2013-11-03,0.5,mg/l
NL25_690505,Ptot,2013-11-04,0.5,mg/l
NL25_690505,Ptot,2013-12-02,0.54,mg/l
NL25_690505,Ptot,2013-12-03,0.13,mg/l
NL25_690505,Ptot,2014-01-12,0.11,mg/l
NL25_690505,Ptot,2014-01-13,0.11,mg/l
NL25_690505,Ptot,2014-02-11,0.058,mg/l
NL25_690505,Ptot,2014-02-12,0.058,mg/l
NL25_690505,Ptot,2014-03-09,0.23,mg/l
NL25_690505,Ptot,2014-03-10,0.23,mg/l
NL25_690505,Ptot,2014-04-08,0.27,mg/l
NL25_690505,Ptot,2014-04-09,0.27,mg/l
NL25_690505,Ptot,2014-05-13,0.21,mg/l
NL25_690505,Ptot,2014-05-14,0.21,mg/l
NL25_690505,Ptot,2014-06-10,0.07,mg/l
NL25_690505,Ptot,2014-06-11,0.07,mg/l
NL25_690505,Ptot,2014-07-07,0.12,mg/l
NL25_690505,Ptot,2014-07-08,0.12,mg/l
NL25_690505,Ptot,2014-08-10,0.11,mg/l
NL25_690505,Ptot,2014-08-11,0.11,mg/l
NL25_690505,Ptot,2014-09-10,0.14,mg/l
NL25_690505,Ptot,2014-09-11,0.14,mg/l
NL25_690505,Ptot,2014-10-05,0.18,mg/l
NL25_690505,Ptot,2014-10-06,0.18,mg/l
NL25_690505,Ptot,2014-11-11,0.064,mg/l
NL25_690505,Ptot,2014-11-12,0.064,mg/l
NL25_690505,Ptot,2014-12-07,0.19,mg/l
NL25_690505,Ptot,2014-12-08,0.19,mg/l
NL27_240035,Ntot,1993-04-19,5.43,mg/l
NL27_240035,Ntot,1993-04-20,5.43,mg/l
NL27_240035,Ntot,1993-05-17,4.22,mg/l
NL27_240035,Ntot,1993-05-18,4.22,mg/l
NL27_240035,Ntot,1993-06-16,3.31,mg/l
NL27_240035,Ntot,1993-06-17,3.31,mg/l
NL27_240035,Ntot,1993-07-20,2.8,mg/l
NL27_240035,Ntot,1993-07-21,2.8,mg/l
NL27_240035,Ntot,1993-08-17,2.78,mg/l
NL27_240035,Ntot,1993-08-18,2.78,mg/l
NL27_240035,Ntot,1993-09-20,3.76,mg/l
NL27_240035,Ntot,1993-09-21,3.76,mg/l
NL27_240035,Ntot,1994-04-13,8.5,mg/l
NL27_240035,Ntot,1994-04-14,8.5,mg/l
NL27_240035,Ntot,1994-05-24,5.5,mg/l
NL27_240035,Ntot,1994-05-25,5.5,mg/l
NL27_240035,Ntot,1994-06-13,5.36,mg/l
NL27_240035,Ntot,1994-06-14,5.36,mg/l
NL27_240035,Ntot,1994-07-11,2.93,mg/l
NL27_240035,Ntot,1994-07-12,2.93,mg/l
NL27_240035,Ntot,1994-08-10,0.85,mg/l
NL27_240035,Ntot,1994-08-11,0.85,mg/l
NL27_240035,Ntot,1994-09-12,3,mg/l
NL27_240035,Ntot,1994-09-13,3,mg/l
NL27_240035,Ntot,1995-04-24,7.13,mg/l
NL27_240035,Ntot,1995-04-25,7.13,mg/l
NL27_240035,Ntot,1995-05-22,5.64,mg/l
NL27_240035,Ntot,1995-05-23,5.64,mg/l
NL27_240035,Ntot,1995-06-21,6.06,mg/l
NL27_240035,Ntot,1995-06-22,6.06,mg/l
NL27_240035,Ntot,1995-07-17,3.5,mg/l
NL27_240035,Ntot,1995-07-18,3.5,mg/l
NL27_240035,Ntot,1995-08-30,2.11,mg/l
NL27_240035,Ntot,1995-08-31,2.11,mg/l
NL27_240035,Ntot,1995-09-19,3.31,mg/l
NL27_240035,Ntot,1995-09-20,3.31,mg/l
NL27_240035,Ntot,1996-04-10,3.52,mg/l
NL27_240035,Ntot,1996-04-11,3.52,mg/l
NL27_240035,Ntot,1996-05-13,4.7,mg/l
NL27_240035,Ntot,1996-05-14,4.7,mg/l
NL27_240035,Ntot,1996-06-24,1.91,mg/l
NL27_240035,Ntot,1996-06-25,1.91,mg/l
NL27_240035,Ntot,1996-07-21,1.38,mg/l
NL27_240035,Ntot,1996-07-22,1.38,mg/l
NL27_240035,Ntot,1996-08-14,3.3,mg/l
NL27_240035,Ntot,1996-08-15,3.3,mg/l
NL27_240035,Ntot,1996-09-25,2.93,mg/l
NL27_240035,Ntot,1996-09-26,2.93,mg/l
NL27_240035,Ntot,1997-04-16,3.86,mg/l
NL27_240035,Ntot,1997-04-17,3.86,mg/l
NL27_240035,Ntot,1997-05-12,4.7,mg/l
NL27_240035,Ntot,1997-05-13,4.7,mg/l
NL27_240035,Ntot,1997-06-18,3.24,mg/l
NL27_240035,Ntot,1997-06-19,3.24,mg/l
NL27_240035,Ntot,1997-07-09,5.2,mg/l
NL27_240035,Ntot,1997-07-10,5.2,mg/l
NL27_240035,Ntot,1997-08-11,3,mg/l
NL27_240035,Ntot,1997-08-12,3,mg/l
NL27_240035,Ntot,1997-09-15,2.9,mg/l
NL27_240035,Ntot,1997-09-16,2.9,mg/l
NL27_240035,Ntot,1998-04-20,6.3,mg/l
NL27_240035,Ntot,1998-04-21,6.3,mg/l
NL27_240035,Ntot,1998-05-24,4.7,mg/l
NL27_240035,Ntot,1998-05-25,4.7,mg/l
NL27_240035,Ntot,1998-06-29,4.1,mg/l
NL27_240035,Ntot,1998-06-30,4.1,mg/l
NL27_240035,Ntot,1998-07-28,3.8,mg/l
NL27_240035,Ntot,1998-07-29,3.8,mg/l
NL27_240035,Ntot,1998-09-08,7.4,mg/l
NL27_240035,Ntot,1998-09-09,7.4,mg/l
NL27_240035,Ntot,1998-09-28,6.3,mg/l
NL27_240035,Ntot,1998-09-29,6.3,mg/l
NL27_240035,Ntot,1999-04-12,9.7,mg/l
NL27_240035,Ntot,1999-04-13,9.7,mg/l
NL27_240035,Ntot,1999-05-02,5.9,mg/l
NL27_240035,Ntot,1999-05-03,5.9,mg/l
NL27_240035,Ntot,1999-06-07,7,mg/l
NL27_240035,Ntot,1999-06-08,7,mg/l
NL27_240035,Ntot,1999-06-30,4.4,mg/l
NL27_240035,Ntot,1999-07-01,4.4,mg/l
NL27_240035,Ntot,1999-08-03,1.97,mg/l
NL27_240035,Ntot,1999-08-04,1.97,mg/l
NL27_240035,Ntot,1999-09-06,4.1,mg/l
NL27_240035,Ntot,1999-09-07,4.1,mg/l
NL27_240035,Ntot,2000-01-12,7,mg/l
NL27_240035,Ntot,2000-01-13,7,mg/l
NL27_240035,Ntot,2000-02-09,7.4,mg/l
NL27_240035,Ntot,2000-02-10,7.4,mg/l
NL27_240035,Ntot,2000-04-17,6.1,mg/l
NL27_240035,Ntot,2000-04-18,6.1,mg/l
NL27_240035,Ntot,2000-05-15,4.1,mg/l
NL27_240035,Ntot,2000-05-16,4.1,mg/l
NL27_240035,Ntot,2000-06-19,3.69,mg/l
NL27_240035,Ntot,2000-06-20,3.69,mg/l
NL27_240035,Ntot,2000-07-25,6.3,mg/l
NL27_240035,Ntot,2000-07-26,6.3,mg/l
NL27_240035,Ntot,2000-08-27,3.64,mg/l
NL27_240035,Ntot,2000-08-28,3.64,mg/l
NL27_240035,Ntot,2000-09-24,3.66,mg/l
NL27_240035,Ntot,2000-09-25,3.66,mg/l
NL27_240035,Ntot,2001-04-03,6.9,mg/l
NL27_240035,Ntot,2001-04-04,6.9,mg/l
NL27_240035,Ntot,2001-05-07,5.3,mg/l
NL27_240035,Ntot,2001-05-08,5.3,mg/l
NL27_240035,Ntot,2001-06-12,4.2,mg/l
NL27_240035,Ntot,2001-06-13,4.2,mg/l
NL27_240035,Ntot,2001-07-15,2.6,mg/l
NL27_240035,Ntot,2001-07-16,2.6,mg/l
NL27_240035,Ntot,2001-08-20,2.6,mg/l
NL27_240035,Ntot,2001-08-21,2.6,mg/l
NL27_240035,Ntot,2001-09-05,2.8,mg/l
NL27_240035,Ntot,2001-09-06,2.8,mg/l
NL27_240035,Ntot,2002-04-08,5.5,mg/l
NL27_240035,Ntot,2002-04-09,5.5,mg/l
NL27_240035,Ntot,2002-05-14,4.11,mg/l
NL27_240035,Ntot,2002-05-15,4.11,mg/l
NL27_240035,Ntot,2002-06-09,4.03,mg/l
NL27_240035,Ntot,2002-06-10,4.03,mg/l
NL27_240035,Ntot,2002-07-02,3.25,mg/l
NL27_240035,Ntot,2002-07-03,3.25,mg/l
NL27_240035,Ntot,2002-08-06,3.8,mg/l
NL27_240035,Ntot,2002-08-07,3.8,mg/l
NL27_240035,Ntot,2002-09-01,4.5,mg/l
NL27_240035,Ntot,2002-09-02,4.5,mg/l
NL27_240035,Ntot,2003-01-08,6.7,mg/l
NL27_240035,Ntot,2003-01-09,6.7,mg/l
NL27_240035,Ntot,2003-01-22,5.7,mg/l
NL27_240035,Ntot,2003-01-23,5.7,mg/l
NL27_240035,Ntot,2003-02-04,6.8,mg/l
NL27_240035,Ntot,2003-02-05,6.8,mg/l
NL27_240035,Ntot,2003-02-18,5,mg/l
NL27_240035,Ntot,2003-02-19,5,mg/l
NL27_240035,Ntot,2003-03-04,5.3,mg/l
NL27_240035,Ntot,2003-03-05,5.3,mg/l
NL27_240035,Ntot,2003-03-18,4.7,mg/l
NL27_240035,Ntot,2003-03-19,4.7,mg/l
NL27_240035,Ntot,2003-04-01,5.8,mg/l
NL27_240035,Ntot,2003-04-02,5.8,mg/l
NL27_240035,Ntot,2003-04-15,3.5,mg/l
NL27_240035,Ntot,2003-04-16,3.5,mg/l
NL27_240035,Ntot,2003-05-20,4.6,mg/l
NL27_240035,Ntot,2003-05-21,4.6,mg/l
NL27_240035,Ntot,2003-05-27,4.3,mg/l
NL27_240035,Ntot,2003-05-28,4.3,mg/l
NL27_240035,Ntot,2003-06-03,3.7,mg/l
NL27_240035,Ntot,2003-06-04,3.7,mg/l
NL27_240035,Ntot,2003-06-16,3.52,mg/l
NL27_240035,Ntot,2003-06-17,3.52,mg/l
NL27_240035,Ntot,2003-07-01,2.8,mg/l
NL27_240035,Ntot,2003-07-02,2.8,mg/l
NL27_240035,Ntot,2003-07-14,2.8,mg/l
NL27_240035,Ntot,2003-07-15,2.8,mg/l
NL27_240035,Ntot,2003-08-03,1.4,mg/l
NL27_240035,Ntot,2003-08-04,1.4,mg/l
NL27_240035,Ntot,2003-08-20,1.56,mg/l
NL27_240035,Ntot,2003-08-21,1.56,mg/l
NL27_240035,Ntot,2003-09-02,2.34,mg/l
NL27_240035,Ntot,2003-09-03,2.34,mg/l
NL27_240035,Ntot,2003-09-17,3,mg/l
NL27_240035,Ntot,2003-09-18,3,mg/l
NL27_240035,Ntot,2003-10-06,3.4,mg/l
NL27_240035,Ntot,2003-10-07,3.4,mg/l
NL27_240035,Ntot,2003-10-22,3.2,mg/l
NL27_240035,Ntot,2003-10-23,3.2,mg/l
NL27_240035,Ntot,2003-11-04,3.2,mg/l
NL27_240035,Ntot,2003-11-05,3.2,mg/l
NL27_240035,Ntot,2003-11-19,3.6,mg/l
NL27_240035,Ntot,2003-11-20,3.6,mg/l
NL27_240035,Ntot,2003-11-30,3.7,mg/l
NL27_240035,Ntot,2003-12-01,3.7,mg/l
NL27_240035,Ntot,2003-12-16,5.6,mg/l
NL27_240035,Ntot,2003-12-17,5.6,mg/l
NL27_240035,Ntot,2004-01-14,7.2,mg/l
NL27_240035,Ntot,2004-01-15,7.2,mg/l
NL27_240035,Ntot,2004-01-29,6.1,mg/l
NL27_240035,Ntot,2004-01-30,6.1,mg/l
NL27_240035,Ntot,2004-02-12,6.1,mg/l
NL27_240035,Ntot,2004-02-13,6.1,mg/l
NL27_240035,Ntot,2004-02-24,5.1,mg/l
NL27_240035,Ntot,2004-02-25,5.1,mg/l
NL27_240035,Ntot,2004-03-10,5,mg/l
NL27_240035,Ntot,2004-03-11,5,mg/l
NL27_240035,Ntot,2004-03-22,5.1,mg/l
NL27_240035,Ntot,2004-03-23,5.1,mg/l
NL27_240035,Ntot,2004-04-04,3.64,mg/l
NL27_240035,Ntot,2004-04-05,3.64,mg/l
NL27_240035,Ntot,2004-04-18,3.4,mg/l
NL27_240035,Ntot,2004-04-19,3.4,mg/l
NL27_240035,Ntot,2004-05-03,4.6,mg/l
NL27_240035,Ntot,2004-05-04,4.6,mg/l
NL27_240035,Ntot,2004-05-18,3.15,mg/l
NL27_240035,Ntot,2004-05-19,3.15,mg/l
NL27_240035,Ntot,2004-06-02,2.37,mg/l
NL27_240035,Ntot,2004-06-03,2.37,mg/l
NL27_240035,Ntot,2004-06-16,2.22,mg/l
NL27_240035,Ntot,2004-06-17,2.22,mg/l
NL27_240035,Ntot,2004-07-06,3.36,mg/l
NL27_240035,Ntot,2004-07-07,3.36,mg/l
NL27_240035,Ntot,2004-07-19,3.9,mg/l
NL27_240035,Ntot,2004-07-20,3.9,mg/l
NL27_240035,Ntot,2004-08-05,2.9,mg/l
NL27_240035,Ntot,2004-08-06,2.9,mg/l
NL27_240035,Ntot,2004-08-18,2.62,mg/l
NL27_240035,Ntot,2004-08-19,2.62,mg/l
NL27_240035,Ntot,2004-09-01,2.91,mg/l
NL27_240035,Ntot,2004-09-02,2.91,mg/l
NL27_240035,Ntot,2004-09-15,2.81,mg/l
NL27_240035,Ntot,2004-09-16,2.81,mg/l
NL27_240035,Ntot,2004-10-06,3,mg/l
NL27_240035,Ntot,2004-10-07,3,mg/l
NL27_240035,Ntot,2004-10-20,3.3,mg/l
NL27_240035,Ntot,2004-10-21,3.3,mg/l
NL27_240035,Ntot,2004-11-04,2.54,mg/l
NL27_240035,Ntot,2004-11-05,2.54,mg/l
NL27_240035,Ntot,2004-11-17,4.6,mg/l
NL27_240035,Ntot,2004-11-18,4.6,mg/l
NL27_240035,Ntot,2004-12-01,4.8,mg/l
NL27_240035,Ntot,2004-12-02,4.8,mg/l
NL27_240035,Ntot,2004-12-16,3.38,mg/l
NL27_240035,Ntot,2004-12-17,3.38,mg/l
NL27_240035,Ntot,2005-01-12,4.2,mg/l
NL27_240035,Ntot,2005-01-13,4.2,mg/l
NL27_240035,Ntot,2005-01-26,5.1,mg/l
NL27_240035,Ntot,2005-01-27,5.1,mg/l
NL27_240035,Ntot,2005-02-07,4.6,mg/l
NL27_240035,Ntot,2005-02-08,4.6,mg/l
NL27_240035,Ntot,2005-02-21,6.8,mg/l
NL27_240035,Ntot,2005-02-22,6.8,mg/l
NL27_240035,Ntot,2005-03-09,5.6,mg/l
NL27_240035,Ntot,2005-03-10,5.6,mg/l
NL27_240035,Ntot,2005-03-22,4.7,mg/l
NL27_240035,Ntot,2005-03-23,4.7,mg/l
NL27_240035,Ntot,2005-04-06,4.3,mg/l
NL27_240035,Ntot,2005-04-07,4.3,mg/l
NL27_240035,Ntot,2005-04-19,3.7,mg/l
NL27_240035,Ntot,2005-04-20,3.7,mg/l
NL27_240035,Ntot,2005-05-10,4.1,mg/l
NL27_240035,Ntot,2005-05-11,4.1,mg/l
NL27_240035,Ntot,2005-05-25,2.65,mg/l
NL27_240035,Ntot,2005-05-26,2.65,mg/l
NL27_240035,Ntot,2005-06-07,2.45,mg/l
NL27_240035,Ntot,2005-06-08,2.45,mg/l
NL27_240035,Ntot,2005-06-21,1.99,mg/l
NL27_240035,Ntot,2005-06-22,1.99,mg/l
NL27_240035,Ntot,2005-07-05,1.96,mg/l
NL27_240035,Ntot,2005-07-06,1.96,mg/l
NL27_240035,Ntot,2005-07-19,1.04,mg/l
NL27_240035,Ntot,2005-07-20,1.04,mg/l
NL27_240035,Ntot,2005-08-01,1.9,mg/l
NL27_240035,Ntot,2005-08-02,1.9,mg/l
NL27_240035,Ntot,2005-08-16,2.05,mg/l
NL27_240035,Ntot,2005-08-17,2.05,mg/l
NL27_240035,Ntot,2005-09-06,1.59,mg/l
NL27_240035,Ntot,2005-09-07,1.59,mg/l
NL27_240035,Ntot,2005-09-20,2.4,mg/l
NL27_240035,Ntot,2005-09-21,2.4,mg/l
NL27_240035,Ntot,2005-10-09,2.01,mg/l
NL27_240035,Ntot,2005-10-10,2.01,mg/l
NL27_240035,Ntot,2005-10-25,2.41,mg/l
NL27_240035,Ntot,2005-10-26,2.41,mg/l
NL27_240035,Ntot,2005-11-06,2.36,mg/l
NL27_240035,Ntot,2005-11-07,2.36,mg/l
NL27_240035,Ntot,2005-11-22,2.42,mg/l
NL27_240035,Ntot,2005-11-23,2.42,mg/l
NL27_240035,Ntot,2005-12-04,3.8,mg/l
NL27_240035,Ntot,2005-12-05,3.8,mg/l
NL27_240035,Ntot,2005-12-20,4.7,mg/l
NL27_240035,Ntot,2005-12-21,4.7,mg/l
NL27_240035,Ntot,2006-01-11,3.42,mg/l
NL27_240035,Ntot,2006-01-12,3.42,mg/l
NL27_240035,Ntot,2006-01-26,3.69,mg/l
NL27_240035,Ntot,2006-01-27,3.69,mg/l
NL27_240035,Ntot,2006-02-08,4.7,mg/l
NL27_240035,Ntot,2006-02-09,4.7,mg/l
NL27_240035,Ntot,2006-02-22,6.6,mg/l
NL27_240035,Ntot,2006-02-23,6.6,mg/l
NL27_240035,Ntot,2006-03-08,6.2,mg/l
NL27_240035,Ntot,2006-03-09,6.2,mg/l
NL27_240035,Ntot,2006-03-23,4,mg/l
NL27_240035,Ntot,2006-03-24,4,mg/l
NL27_240035,Ntot,2006-04-06,4.3,mg/l
NL27_240035,Ntot,2006-04-07,4.3,mg/l
NL27_240035,Ntot,2006-04-19,3.07,mg/l
NL27_240035,Ntot,2006-04-20,3.07,mg/l
NL27_240035,Ntot,2006-05-01,3.6,mg/l
NL27_240035,Ntot,2006-05-02,3.6,mg/l
NL27_240035,Ntot,2006-05-17,2.6,mg/l
NL27_240035,Ntot,2006-05-18,2.6,mg/l
NL27_240035,Ntot,2006-06-07,4.5,mg/l
NL27_240035,Ntot,2006-06-08,4.5,mg/l
NL27_240035,Ntot,2006-06-21,2.78,mg/l
NL27_240035,Ntot,2006-06-22,2.78,mg/l
NL27_240035,Ntot,2006-07-05,2.4,mg/l
NL27_240035,Ntot,2006-07-06,2.4,mg/l
NL27_240035,Ntot,2006-07-19,1.03,mg/l
NL27_240035,Ntot,2006-07-20,1.03,mg/l
NL27_240035,Ntot,2006-08-09,2.46,mg/l
NL27_240035,Ntot,2006-08-10,2.46,mg/l
NL27_240035,Ntot,2006-08-30,4.1,mg/l
NL27_240035,Ntot,2006-08-31,4.1,mg/l
NL27_240035,Ntot,2006-09-11,2.55,mg/l
NL27_240035,Ntot,2006-09-12,2.55,mg/l
NL27_240035,Ntot,2006-09-26,2.8,mg/l
NL27_240035,Ntot,2006-09-27,2.8,mg/l
NL27_240035,Ntot,2006-10-09,3,mg/l
NL27_240035,Ntot,2006-10-10,3,mg/l
NL27_240035,Ntot,2006-10-25,3,mg/l
NL27_240035,Ntot,2006-10-26,3,mg/l
NL27_240035,Ntot,2006-11-06,3.22,mg/l
NL27_240035,Ntot,2006-11-07,3.22,mg/l
NL27_240035,Ntot,2006-11-20,4.1,mg/l
NL27_240035,Ntot,2006-11-21,4.1,mg/l
NL27_240035,Ntot,2006-12-06,5.4,mg/l
NL27_240035,Ntot,2006-12-07,5.4,mg/l
NL27_240035,Ntot,2006-12-17,5.2,mg/l
NL27_240035,Ntot,2006-12-18,5.2,mg/l
NL27_240035,Ntot,2007-01-08,7.2,mg/l
NL27_240035,Ntot,2007-01-09,7.2,mg/l
NL27_240035,Ntot,2007-01-22,7.9,mg/l
NL27_240035,Ntot,2007-01-23,7.9,mg/l
NL27_240035,Ntot,2007-02-13,7.4,mg/l
NL27_240035,Ntot,2007-02-14,7.4,mg/l
NL27_240035,Ntot,2007-02-26,6.5,mg/l
NL27_240035,Ntot,2007-02-27,6.5,mg/l
NL27_240035,Ntot,2007-03-12,6.3,mg/l
NL27_240035,Ntot,2007-03-13,6.3,mg/l
NL27_240035,Ntot,2007-03-26,4.8,mg/l
NL27_240035,Ntot,2007-03-27,4.8,mg/l
NL27_240035,Ntot,2007-04-11,3.9,mg/l
NL27_240035,Ntot,2007-04-12,3.9,mg/l
NL27_240035,Ntot,2007-04-25,3.1,mg/l
NL27_240035,Ntot,2007-04-26,3.1,mg/l
NL27_240035,Ntot,2007-05-06,3.1,mg/l
NL27_240035,Ntot,2007-05-07,3.1,mg/l
NL27_240035,Ntot,2007-05-21,3.9,mg/l
NL27_240035,Ntot,2007-05-22,3.9,mg/l
NL27_240035,Ntot,2007-06-04,3,mg/l
NL27_240035,Ntot,2007-06-05,3,mg/l
NL27_240035,Ntot,2007-06-18,3.3,mg/l
NL27_240035,Ntot,2007-06-19,3.3,mg/l
NL27_240035,Ntot,2007-07-02,2.6,mg/l
NL27_240035,Ntot,2007-07-03,2.6,mg/l
NL27_240035,Ntot,2007-07-17,2.28,mg/l
NL27_240035,Ntot,2007-07-18,2.28,mg/l
NL27_240035,Ntot,2007-08-07,3,mg/l
NL27_240035,Ntot,2007-08-08,3,mg/l
NL27_240035,Ntot,2007-08-23,3.1,mg/l
NL27_240035,Ntot,2007-08-24,3.1,mg/l
NL27_240035,Ntot,2007-09-04,2.59,mg/l
NL27_240035,Ntot,2007-09-05,2.59,mg/l
NL27_240035,Ntot,2007-09-16,2.45,mg/l
NL27_240035,Ntot,2007-09-17,2.45,mg/l
NL27_240035,Ntot,2007-10-03,3.3,mg/l
NL27_240035,Ntot,2007-10-04,3.3,mg/l
NL27_240035,Ntot,2007-10-15,2.52,mg/l
NL27_240035,Ntot,2007-10-16,2.52,mg/l
NL27_240035,Ntot,2007-11-04,3.4,mg/l
NL27_240035,Ntot,2007-11-05,3.4,mg/l
NL27_240035,Ntot,2007-11-19,3.7,mg/l
NL27_240035,Ntot,2007-11-20,3.7,mg/l
NL27_240035,Ntot,2007-12-03,6.1,mg/l
NL27_240035,Ntot,2007-12-04,6.1,mg/l
NL27_240035,Ntot,2007-12-18,4,mg/l
