gar_bro_id,well,tube,date,NO3,NO3_uom,NO2,NO2_uom,NH4,NH4_uom,Ntot,Ntot_uom,PO4,PO4_uom,Ptot,Ptot_uom,Cl,Cl_uom,SO4,SO4_uom,HCO3,HCO3_uom,Ca,Ca_uom,Mg,Mg_uom,Na,Na_uom,K,K_uom,Fe,Fe_uom,Mn,Mn_uom
GAR000000042736,GMW000000042164,1,2009-09-16T12:00:00+02:00,0.2,mg/l,,,1.2,mg/l,,,0.31,mg/l,,,13,mg/l,37,mg/l,,,77,mg/l,12,mg/l,7.1,mg/l,13,mg/l,7.9,ug/l,640,ug/l
GAR000000069125,GMW000000047811,3,2009-09-21T12:00:00+02:00,0.16,mg/l,,,0.03,mg/l,,,,,0.03,mg/l,34.8,mg/l,,,99.07,mg/l,45.7,mg/l,3.97,mg/l,4.97,mg/l,0.3,mg/l,249,ug/l,132,ug/l
GAR000000000048,GMW000000038894,1,2009-11-04T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000002104,GMW000000049988,4,2009-11-30T11:00:00+01:00,0.01,mg/l,,,1.37,mg/l,,,,,0.21,mg/l,28.6,mg/l,44.76,mg/l,236.39,mg/l,89.3,mg/l,4.33,mg/l,13.2,mg/l,0.9,mg/l,7630,ug/l,360,ug/l
GAR000000007331,GMW000000017703,3,2010-02-15T11:00:00+01:00,0.05,mg/l,,,2.53,mg/l,,,,,0.05,mg/l,25.4,mg/l,210,mg/l,18,mg/l,32.7,mg/l,8.98,mg/l,21.5,mg/l,3.5,mg/l,47210,ug/l,907,ug/l
GAR000000019254,GMW000000038877,1,2010-02-25T12:00:00+01:00,33.76,mg/l,,,0.07,mg/l,,,,,0.05,mg/l,25.6,mg/l,52,mg/l,3,mg/l,31.309,mg/l,17.653,mg/l,11.106,mg/l,38.973,mg/l,23,ug/l,242,ug/l
GAR000000001158,GMW000000026161,1,2010-03-09T11:00:00+01:00,2.26,mg/l,,,0.02,mg/l,,,,,0.09,mg/l,7.3,mg/l,18,mg/l,16,mg/l,7.68,mg/l,2.04,mg/l,5.28,mg/l,8.21,mg/l,182,ug/l,76,ug/l
GAR000000000049,GMW000000038894,1,2010-03-11T11:00:00+01:00,0.05,mg/l,,,8.87,mg/l,,,,,0.31,mg/l,190,mg/l,1,mg/l,475,mg/l,139.56,mg/l,25.07,mg/l,73.56,mg/l,8.01,mg/l,9704,ug/l,569,ug/l
GAR000000011376,GMW000000041671,1,2010-03-18T11:00:00+01:00,0.01,mg/l,,,15.41,mg/l,,,,,0.16,mg/l,5766.7,mg/l,176,mg/l,1286,mg/l,52.38,mg/l,30.7,mg/l,347.35,mg/l,5.5,mg/l,6204,ug/l,986,ug/l
GAR000000009019,GMW000000017685,4,2010-04-01T12:00:00+02:00,0.04,mg/l,,,0.02,mg/l,,,,,0.04,mg/l,18.67,mg/l,82.02,mg/l,8.24,mg/l,24.83,mg/l,2.13,mg/l,13.58,mg/l,2.16,mg/l,5970,ug/l,120,ug/l
GAR000000038991,GMW000000038868,1,2010-04-14T13:00:00+02:00,12.643,mg/l,,,0.241,mg/l,,,,,0.09,mg/l,40.87,mg/l,32.14,mg/l,2,mg/l,22,mg/l,3.32,mg/l,22.19,mg/l,14,mg/l,12,ug/l,1190,ug/l
GAR000000015654,GMW000000038905,3,2010-04-28T13:00:00+02:00,0.034,mg/l,,,0.77,mg/l,,,,,0.27,mg/l,27.78,mg/l,60.46,mg/l,118,mg/l,50,mg/l,4.62,mg/l,22.03,mg/l,1.4,mg/l,15470,ug/l,130,ug/l
GAR000000027161,GMW000000038913,3,2010-06-17T13:00:00+02:00,0.014,mg/l,,,3.306,mg/l,,,,,0.38,mg/l,148.35,mg/l,8.1,mg/l,266,mg/l,92,mg/l,6.7,mg/l,84.15,mg/l,2.1,mg/l,5660,ug/l,260,ug/l
GAR000000033446,GMW000000038839,3,2010-06-23T13:00:00+02:00,0.014,mg/l,,,0.241,mg/l,,,,,0.1,mg/l,8.04,mg/l,1.07,mg/l,415,mg/l,126,mg/l,16.84,mg/l,5.8,mg/l,1.9,mg/l,3920,ug/l,90,ug/l
GAR000000013303,GMW000000038910,1,2010-07-28T12:00:00+02:00,30.3,mg/l,0.08,mg/l,0.02,mg/l,,,0.03,mg/l,0.02,mg/l,61,mg/l,138,mg/l,,,76,mg/l,9.6,mg/l,23.6,mg/l,7.57,mg/l,68,ug/l,64,ug/l
GAR000000054283,GMW000000057348,2,2010-09-29T12:00:00+02:00,,,,,,,,,,,,,6600,mg/l,,,,,,,,,,,,,,,,
GAR000000005733,GMW000000038590,1,2010-10-26T12:00:00+02:00,0.05,mg/l,,,1.28,mg/l,,,,,0.1,mg/l,35,mg/l,68,mg/l,273,mg/l,57.6,mg/l,13.57,mg/l,35.1,mg/l,39.5,mg/l,5390,ug/l,329,ug/l
GAR000000010326,GMW000000017617,1,2010-10-31T11:00:00+01:00,0.05,mg/l,,,2.77,mg/l,,,,,2.27,mg/l,86.8,mg/l,37.3,mg/l,488.7,mg/l,140.4,mg/l,12.6,mg/l,52,mg/l,15.9,mg/l,20,ug/l,448.57,ug/l
GAR000000020221,GMW000000038629,1,2011-01-06T12:00:00+01:00,0.014,mg/l,,,7.272,mg/l,,,,,1.36,mg/l,58.02,mg/l,37.03,mg/l,696,mg/l,189.12,mg/l,17.17,mg/l,36.28,mg/l,1.3,mg/l,29710,ug/l,1960,ug/l
GAR000000025114,GMW000000038741,1,2011-01-10T12:00:00+01:00,0.014,mg/l,,,0.552,mg/l,,,,,0.26,mg/l,41.72,mg/l,64.34,mg/l,153,mg/l,71.57,mg/l,4.32,mg/l,18.26,mg/l,1.4,mg/l,27890,ug/l,2020,ug/l
GAR000000029870,GMW000000038637,1,2011-01-21T12:00:00+01:00,0.185,mg/l,,,0.397,mg/l,,,,,0.11,mg/l,84.52,mg/l,19.15,mg/l,271,mg/l,79.62,mg/l,10.36,mg/l,47.99,mg/l,2.7,mg/l,180,ug/l,210,ug/l
GAR000000034131,GMW000000038633,1,2011-01-22T12:00:00+01:00,0.014,mg/l,,,3.29,mg/l,,,,,0.79,mg/l,23.69,mg/l,32.23,mg/l,503,mg/l,148.55,mg/l,15.8,mg/l,16.23,mg/l,4.1,mg/l,6590,ug/l,530,ug/l
GAR000000037956,GMW000000038879,1,2011-01-28T12:00:00+01:00,2.075,mg/l,,,0.241,mg/l,,,,,0.11,mg/l,15.91,mg/l,10.6,mg/l,17,mg/l,6.32,mg/l,2.08,mg/l,12.24,mg/l,1.1,mg/l,19,ug/l,2,ug/l
GAR000000014677,GMW000000015237,1,2011-01-31T11:00:00+01:00,0.05,mg/l,,,0.02,mg/l,,,,,0.05,mg/l,53.69,mg/l,25.61,mg/l,212.89,mg/l,68.23,mg/l,5.25,mg/l,32.64,mg/l,2.42,mg/l,24.9,ug/l,50.2,ug/l
GAR000000007614,GMW000000017714,2,2011-03-03T11:00:00+01:00,0.09,mg/l,,,0.12,mg/l,,,,,0.1,mg/l,3.63,mg/l,22.63,mg/l,15.98,mg/l,7.81,mg/l,0.95,mg/l,3.41,mg/l,0.94,mg/l,4470,ug/l,160,ug/l
GAR000000000989,GMW000000009442,1,2011-05-26T12:00:00+02:00,9.2,mg/l,,,0.02,mg/l,,,,,0.05,mg/l,235.55,mg/l,24.47,mg/l,92.11,mg/l,70.85,mg/l,5.86,mg/l,122.04,mg/l,4.77,mg/l,20,ug/l,2.25,ug/l
GAR000000042596,GMW000000035028,1,2011-06-07T12:00:00+02:00,0.05,mg/l,,,0.23,mg/l,,,0.24,mg/l,0.17,mg/l,5.2,mg/l,22,mg/l,129.8,mg/l,45,mg/l,3.1,mg/l,5,mg/l,0.6,mg/l,0.7,ug/l,140,ug/l
GAR000000013243,GMW000000009907,3,2011-07-19T12:00:00+02:00,0.2,mg/l,0.05,mg/l,0.17,mg/l,,,0.06,mg/l,0.2,mg/l,53,mg/l,286,mg/l,,,76,mg/l,22,mg/l,34,mg/l,6.5,mg/l,37000,ug/l,1300,ug/l
GAR000000058735,GMW000000004915,3,2011-07-20T12:00:00+02:00,,,,,,,,,,,,,14000,mg/l,,,,,,,,,,,,,,,,
GAR000000003350,GMW000000049991,1,2011-08-01T12:00:00+02:00,7.23,mg/l,,,0.24,mg/l,,,,,0.08,mg/l,6.55,mg/l,17.39,mg/l,15,mg/l,16.44,mg/l,2.7,mg/l,4.62,mg/l,2.1,mg/l,20,ug/l,2,ug/l
GAR000000069234,GMW000000049412,2,2011-10-04T12:00:00+02:00,0.02,mg/l,,,0.03,mg/l,,,,,0.02,mg/l,79,mg/l,,,154.45,mg/l,61,mg/l,6.6,mg/l,44,mg/l,0.9,mg/l,70,ug/l,250,ug/l
GAR000000011233,GMW000000041622,3,2011-10-06T12:00:00+02:00,0.01,mg/l,,,17.97,mg/l,,,,,1.13,mg/l,13888.81,mg/l,1385.48,mg/l,774.15,mg/l,515.75,mg/l,888.45,mg/l,7771.07,mg/l,165.41,mg/l,20151.6,ug/l,161.7,ug/l
GAR000000000022,GMW000000038811,1,2012-02-15T11:00:00+01:00,0.05,mg/l,,,4.92,mg/l,,,,,0.38,mg/l,97,mg/l,25.44,mg/l,267.66,mg/l,91.38,mg/l,6.63,mg/l,57.54,mg/l,1.7,mg/l,12531.9,ug/l,368.01,ug/l
GAR000000006884,GMW000000038821,3,2012-03-14T11:00:00+01:00,0.04,mg/l,,,0.01,mg/l,,,0.01,mg/l,0.05,mg/l,11.82,mg/l,55.89,mg/l,26.6,mg/l,11.32,mg/l,3.72,mg/l,8.9,mg/l,1.2,mg/l,17420,ug/l,320,ug/l
GAR000000039555,GMW000000038733,1,2012-03-15T12:00:00+01:00,0.038,mg/l,,,5.514,mg/l,,,,,2.24,mg/l,90.28,mg/l,4.24,mg/l,794,mg/l,153.1,mg/l,59.51,mg/l,68,mg/l,9.4,mg/l,17550,ug/l,3740,ug/l
GAR000000014102,GMW000000009981,3,2012-03-28T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.11,mg/l,,,0.04,mg/l,0.04,mg/l,8.1,mg/l,15,mg/l,,,3.3,mg/l,0.8,mg/l,6.7,mg/l,1.1,mg/l,3100,ug/l,51,ug/l
GAR000000008746,GMW000000038560,1,2012-03-29T12:00:00+02:00,29.76,mg/l,,,0.01,mg/l,,,,,0.04,mg/l,11.2,mg/l,41.74,mg/l,3.23,mg/l,35.73,mg/l,7.01,mg/l,6.2,mg/l,25.23,mg/l,20,ug/l,510,ug/l
GAR000000018510,GMW000000038603,1,2012-04-05T13:00:00+02:00,0.02,mg/l,,,0.762,mg/l,,,,,0.16,mg/l,17.24,mg/l,18.59,mg/l,39,mg/l,9.31,mg/l,2.26,mg/l,12.15,mg/l,1.9,mg/l,3150,ug/l,50,ug/l
GAR000000032807,GMW000000038581,3,2012-05-03T13:00:00+02:00,0.027,mg/l,,,0.16,mg/l,,,,,0.24,mg/l,11.46,mg/l,26.1,mg/l,75,mg/l,22,mg/l,3.09,mg/l,6.64,mg/l,1.9,mg/l,8760,ug/l,180,ug/l
GAR000000025405,GMW000000038589,1,2012-05-14T13:00:00+02:00,7.052,mg/l,,,0.16,mg/l,,,,,0.08,mg/l,13.57,mg/l,58,mg/l,2,mg/l,14.56,mg/l,5.52,mg/l,7.18,mg/l,16.6,mg/l,320,ug/l,320,ug/l
GAR000000012163,GMW000000015489,1,2012-06-26T12:00:00+02:00,0.38,mg/l,,,0.48,mg/l,,,,,2.94,mg/l,85.24,mg/l,30.21,mg/l,388.26,mg/l,113.61,mg/l,13.07,mg/l,60.62,mg/l,26.61,mg/l,753.1,ug/l,183.1,ug/l
GAR000000001476,GMW000000049995,2,2012-06-28T12:00:00+02:00,0.01,mg/l,,,2.73,mg/l,,,,,0.24,mg/l,32.18,mg/l,0.12,mg/l,286,mg/l,91.7,mg/l,5.61,mg/l,15.82,mg/l,2.1,mg/l,9710,ug/l,350,ug/l
GAR000000003402,GMW000000049991,4,2012-07-03T12:00:00+02:00,0.01,mg/l,,,1.52,mg/l,,,,,0.31,mg/l,27.54,mg/l,92.12,mg/l,172,mg/l,81.98,mg/l,10.67,mg/l,15.17,mg/l,2.1,mg/l,7040,ug/l,520,ug/l
GAR000000043059,GMW000000049422,1,2012-09-13T12:00:00+02:00,5.21,mg/l,,,0.01,mg/l,,,,,0.05,mg/l,10.77,mg/l,42.13,mg/l,32.57,mg/l,32.78,mg/l,4.98,mg/l,6.78,mg/l,36.1,mg/l,20,ug/l,317.2,ug/l
GAR000000010048,GMW000000017614,1,2012-10-10T12:00:00+02:00,0.05,mg/l,,,4.16,mg/l,,,,,15.55,mg/l,241,mg/l,75.9,mg/l,441.3,mg/l,160.2,mg/l,14.4,mg/l,104.4,mg/l,63.4,mg/l,12445.8,ug/l,899.7,ug/l
GAR000000011076,GMW000000041473,1,2012-12-03T11:00:00+01:00,0.01,mg/l,,,0.15,mg/l,,,,,0.09,mg/l,148.29,mg/l,26.71,mg/l,363.25,mg/l,114.95,mg/l,15.71,mg/l,85.16,mg/l,2.76,mg/l,5123.7,ug/l,334.1,ug/l
GAR000000006189,GMW000000017708,2,2013-01-08T11:00:00+01:00,0.1,mg/l,,,0.69,mg/l,,,,,0.08,mg/l,28.91,mg/l,128.98,mg/l,80.95,mg/l,55.73,mg/l,9.75,mg/l,24.17,mg/l,2.23,mg/l,9220,ug/l,280,ug/l
GAR000000008342,GMW000000017673,2,2013-02-12T11:00:00+01:00,0.04,mg/l,,,0.18,mg/l,,,,,0.17,mg/l,6.7,mg/l,6.82,mg/l,95.83,mg/l,27.61,mg/l,2.35,mg/l,4.97,mg/l,0.5,mg/l,810,ug/l,100,ug/l
GAR000000051031,GMW000000017737,2,2013-02-27T11:00:00+01:00,0.04,mg/l,,,0.11,mg/l,,,,,0.08,mg/l,62.26,mg/l,70.43,mg/l,39.71,mg/l,27.86,mg/l,5.5,mg/l,25.81,mg/l,2.99,mg/l,22850,ug/l,440,ug/l
GAR000000007297,GMW000000038631,1,2013-04-08T12:00:00+02:00,0.04,mg/l,,,0.05,mg/l,,,,,0.04,mg/l,6.61,mg/l,26.48,mg/l,8.24,mg/l,2.8,mg/l,2.32,mg/l,6.1,mg/l,1.75,mg/l,4140,ug/l,30,ug/l
GAR000000029770,GMW000000038684,1,2013-05-21T13:00:00+02:00,0.07,mg/l,,,1.269,mg/l,,,,,0.42,mg/l,54.21,mg/l,55.21,mg/l,,,132.8,mg/l,14.08,mg/l,26.2,mg/l,5,mg/l,15570,ug/l,1750,ug/l
GAR000000016993,GMW000000038526,1,2013-07-01T13:00:00+02:00,0.07,mg/l,,,0.127,mg/l,,,,,0.1,mg/l,43.21,mg/l,25.15,mg/l,,,5.06,mg/l,2.57,mg/l,21.8,mg/l,1.8,mg/l,19480,ug/l,132,ug/l
GAR000000013582,GMW000000009889,3,2013-07-18T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.13,mg/l,,,0.02,mg/l,0.12,mg/l,32,mg/l,160,mg/l,,,100,mg/l,7.2,mg/l,16,mg/l,2.2,mg/l,19000,ug/l,1200,ug/l
GAR000000040050,GMW000000038802,1,2013-07-25T13:00:00+02:00,11.713,mg/l,,,0.05,mg/l,,,,,0.05,mg/l,24.47,mg/l,48.15,mg/l,,,31.99,mg/l,4.84,mg/l,14.4,mg/l,10,mg/l,50,ug/l,8,ug/l
GAR000000024726,GMW000000038828,1,2013-10-02T13:00:00+02:00,0.07,mg/l,,,0.296,mg/l,,,,,0.1,mg/l,6.36,mg/l,31.4,mg/l,,,3.84,mg/l,1,mg/l,9.1,mg/l,1.6,mg/l,7360,ug/l,85,ug/l
GAR000000034813,GMW000000038888,1,2013-10-16T13:00:00+02:00,0.07,mg/l,,,0.63,mg/l,,,,,0.05,mg/l,39.35,mg/l,21.46,mg/l,,,29.75,mg/l,3.43,mg/l,18.4,mg/l,3.1,mg/l,2480,ug/l,205,ug/l
GAR000000011426,GMW000000041678,1,2013-10-31T11:00:00+01:00,0.05,mg/l,,,3.88,mg/l,,,,,0.36,mg/l,20,mg/l,1,mg/l,410,mg/l,113.11,mg/l,9.58,mg/l,15.28,mg/l,1.54,mg/l,11064,ug/l,360,ug/l
GAR000000003043,GMW000000049984,4,2013-11-07T11:00:00+01:00,0.07,mg/l,,,2.41,mg/l,,,,,0.69,mg/l,33.02,mg/l,116.01,mg/l,,,181.8,mg/l,19.15,mg/l,19.8,mg/l,6.9,mg/l,20890,ug/l,585,ug/l
GAR000000001303,GMW000000050008,1,2013-11-25T11:00:00+01:00,0.07,mg/l,,,0.22,mg/l,,,,,0.47,mg/l,52.95,mg/l,0.48,mg/l,,,58.16,mg/l,9.04,mg/l,37.7,mg/l,6.9,mg/l,7750,ug/l,280,ug/l
GAR000000042064,GMW000000026759,1,2013-12-03T11:00:00+01:00,1.66,mg/l,,,0.02,mg/l,,,,,0.05,mg/l,86.3,mg/l,10.5,mg/l,18,mg/l,10.26,mg/l,3.73,mg/l,49.07,mg/l,2.75,mg/l,738,ug/l,1094,ug/l
GAR000000007693,GMW000000017678,2,2014-02-07T11:00:00+01:00,10.01,mg/l,,,0.01,mg/l,,,,,0.04,mg/l,31.29,mg/l,37.76,mg/l,6.34,mg/l,16.43,mg/l,3.05,mg/l,20.07,mg/l,18.9,mg/l,60,ug/l,10,ug/l
GAR000000009237,GMW000000038707,1,2014-02-18T11:00:00+01:00,0.04,mg/l,,,0.06,mg/l,,,,,0.04,mg/l,43.22,mg/l,152.47,mg/l,97.11,mg/l,49.72,mg/l,14.25,mg/l,45.24,mg/l,17.82,mg/l,1750,ug/l,250,ug/l
GAR000000005929,GMW000000038576,1,2014-02-26T11:00:00+01:00,0.04,mg/l,,,0.34,mg/l,,,,,0.09,mg/l,32.74,mg/l,118.95,mg/l,190.02,mg/l,100.81,mg/l,8.49,mg/l,15.48,mg/l,1.43,mg/l,2880,ug/l,110,ug/l
GAR000000015700,GMW000000038900,1,2014-04-02T13:00:00+02:00,0.07,mg/l,,,0.634,mg/l,,,,,0.34,mg/l,95.12,mg/l,164.78,mg/l,,,208.02,mg/l,14.9,mg/l,37.8,mg/l,3.7,mg/l,16970,ug/l,606,ug/l
GAR000000041435,GMW000000038614,1,2014-04-22T13:00:00+02:00,0.129,mg/l,,,0.05,mg/l,,,,,0.05,mg/l,20.24,mg/l,28.56,mg/l,,,36.43,mg/l,2.15,mg/l,10.3,mg/l,0.9,mg/l,50,ug/l,4,ug/l
GAR000000019196,GMW000000038751,3,2014-05-13T13:00:00+02:00,0.07,mg/l,,,0.302,mg/l,,,,,1,mg/l,59.54,mg/l,70.12,mg/l,,,8.63,mg/l,0.92,mg/l,28.5,mg/l,1.3,mg/l,67000,ug/l,233,ug/l
GAR000000013377,GMW000000038841,3,2014-07-03T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.24,mg/l,,,0.13,mg/l,0.13,mg/l,17,mg/l,45,mg/l,,,16,mg/l,2.2,mg/l,13,mg/l,1.7,mg/l,18000,ug/l,580,ug/l
GAR000000024443,GMW000000038826,1,2014-07-03T13:00:00+02:00,0.07,mg/l,,,0.459,mg/l,,,,,0.2,mg/l,14.27,mg/l,0.48,mg/l,,,60.58,mg/l,4.39,mg/l,10.2,mg/l,1.2,mg/l,7880,ug/l,503,ug/l
GAR000000037407,GMW000000038858,1,2014-07-07T13:00:00+02:00,0.07,mg/l,,,0.387,mg/l,,,,,0.21,mg/l,19.71,mg/l,31.86,mg/l,,,22.98,mg/l,2.68,mg/l,8.2,mg/l,0.7,mg/l,13470,ug/l,466,ug/l
GAR000000001187,GMW000000038756,3,2014-08-12T12:00:00+02:00,0.07,mg/l,,,4.15,mg/l,,,,,0.22,mg/l,497.4,mg/l,0.48,mg/l,,,240.81,mg/l,16.59,mg/l,173.8,mg/l,4.2,mg/l,12910,ug/l,1012,ug/l
GAR000000032157,GMW000000038844,3,2014-08-18T13:00:00+02:00,0.07,mg/l,,,10.795,mg/l,,,,,0.48,mg/l,80.83,mg/l,0.48,mg/l,,,118.5,mg/l,43.82,mg/l,147.8,mg/l,19.2,mg/l,5230,ug/l,241,ug/l
GAR000000002668,GMW000000038774,3,2014-08-20T12:00:00+02:00,0.07,mg/l,,,0.05,mg/l,,,,,0.06,mg/l,20.71,mg/l,33.76,mg/l,,,49.7,mg/l,3.36,mg/l,8.4,mg/l,0.8,mg/l,270,ug/l,222,ug/l
GAR000000028429,GMW000000038672,1,2014-09-15T13:00:00+02:00,0.07,mg/l,,,0.32,mg/l,,,,,0.15,mg/l,35.61,mg/l,77.48,mg/l,,,114.8,mg/l,10.02,mg/l,22.5,mg/l,27.7,mg/l,6510,ug/l,360,ug/l
GAR000000043053,GMW000000049425,2,2014-10-30T11:00:00+01:00,0.05,mg/l,,,0.35,mg/l,,,,,0.21,mg/l,39.8,mg/l,70.79,mg/l,349,mg/l,130.81,mg/l,6.53,mg/l,25.77,mg/l,1.47,mg/l,12045,ug/l,522.7,ug/l
GAR000000006287,GMW000000017700,2,2015-01-14T11:00:00+01:00,0.04,mg/l,,,1.01,mg/l,,,,,0.09,mg/l,12.81,mg/l,31.84,mg/l,33.67,mg/l,12.91,mg/l,1.43,mg/l,14.14,mg/l,2.02,mg/l,5020,ug/l,70,ug/l
GAR000000008999,GMW000000017685,2,2015-02-26T11:00:00+01:00,27.12,mg/l,,,0.02,mg/l,,,,,0.05,mg/l,20.47,mg/l,57.79,mg/l,7.75,mg/l,37.43,mg/l,8.39,mg/l,12.69,mg/l,21.69,mg/l,20,ug/l,560,ug/l
GAR000000042711,GMW000000034994,2,2015-06-17T12:00:00+02:00,0.19,mg/l,0.01,mg/l,0.05,mg/l,,,0.05,mg/l,0.05,mg/l,45,mg/l,190,mg/l,470,mg/l,160,mg/l,25,mg/l,26,mg/l,4.9,mg/l,0.02,ug/l,11,ug/l
GAR000000014105,GMW000000009981,3,2015-06-29T12:00:00+02:00,0.05,mg/l,0.01,mg/l,0.12,mg/l,,,0.05,mg/l,0.03,mg/l,9,mg/l,16,mg/l,,,5.4,mg/l,0.92,mg/l,8.8,mg/l,1.2,mg/l,3300,ug/l,65,ug/l
GAR000000000051,GMW000000038894,1,2015-07-01T12:00:00+02:00,0.05,mg/l,0.01,mg/l,8.3,mg/l,,,0.05,mg/l,0.68,mg/l,200,mg/l,1,mg/l,500,mg/l,140,mg/l,26,mg/l,99,mg/l,7.6,mg/l,9000,ug/l,500,ug/l
GAR000000026536,GMW000000038726,1,2015-07-01T13:00:00+02:00,0.079,mg/l,,,0.173,mg/l,,,,,0.14,mg/l,13.03,mg/l,0.48,mg/l,,,72.18,mg/l,6.05,mg/l,11.6,mg/l,1.4,mg/l,3230,ug/l,206,ug/l
GAR000000001680,GMW000000049998,2,2015-08-05T12:00:00+02:00,0.07,mg/l,,,0.72,mg/l,,,,,0.88,mg/l,62.57,mg/l,49.72,mg/l,,,166.56,mg/l,15.17,mg/l,30.5,mg/l,1.6,mg/l,14580,ug/l,1443,ug/l
GAR000000003022,GMW000000049984,2,2015-08-19T12:00:00+02:00,0.07,mg/l,,,0.77,mg/l,,,,,0.22,mg/l,17.43,mg/l,76.94,mg/l,,,157.56,mg/l,13.21,mg/l,11.9,mg/l,1.2,mg/l,13440,ug/l,782,ug/l
GAR000000010346,GMW000000017649,3,2015-09-16T12:00:00+02:00,0.05,mg/l,0.01,mg/l,31,mg/l,,,10,mg/l,11,mg/l,850,mg/l,15,mg/l,1400,mg/l,59,mg/l,66,mg/l,850,mg/l,38,mg/l,1900,ug/l,370,ug/l
GAR000000031298,GMW000000038838,3,2015-09-23T13:00:00+02:00,0.07,mg/l,,,0.217,mg/l,,,,,0.21,mg/l,19.39,mg/l,11.91,mg/l,,,4.63,mg/l,1.52,mg/l,9.3,mg/l,1.4,mg/l,11960,ug/l,122,ug/l
GAR000000004473,GMW000000011643,1,2015-10-06T12:00:00+02:00,0.05,mg/l,0.01,mg/l,1.7,mg/l,,,1.2,mg/l,1.2,mg/l,81,mg/l,250,mg/l,810,mg/l,220,mg/l,81,mg/l,56,mg/l,17,mg/l,10,ug/l,990,ug/l
GAR000000011436,GMW000000038662,1,2015-10-22T12:00:00+02:00,0.04,mg/l,0.03,mg/l,6.4,mg/l,,,0.01,mg/l,0.16,mg/l,25,mg/l,1,mg/l,340,mg/l,61,mg/l,13,mg/l,17,mg/l,3,mg/l,26000,ug/l,540,ug/l
GAR000000041684,GMW000000049427,2,2015-11-05T11:00:00+01:00,5,mg/l,0.01,mg/l,0.56,mg/l,,,0.01,mg/l,0.15,mg/l,26,mg/l,90,mg/l,26,mg/l,150,mg/l,7.1,mg/l,26,mg/l,2.2,mg/l,6600,ug/l,400,ug/l
GAR000000055209,GMW000000004927,3,2015-12-02T11:00:00+01:00,0.22,mg/l,0.03,mg/l,2.83,mg/l,,,2.29,mg/l,,,97,mg/l,100,mg/l,590,mg/l,74,mg/l,32,mg/l,190,mg/l,34,mg/l,5300,ug/l,280,ug/l
GAR000000015253,GMW000000015481,3,2016-01-12T11:00:00+01:00,0.05,mg/l,0.03,mg/l,1.23,mg/l,,,0.04,mg/l,0.2,mg/l,39,mg/l,28,mg/l,360,mg/l,120,mg/l,7.8,mg/l,26,mg/l,2.4,mg/l,3700,ug/l,410,ug/l
GAR000000006196,GMW000000017708,2,2016-01-20T11:00:00+01:00,0.05,mg/l,0.01,mg/l,0.52,mg/l,,,0.08,mg/l,0.09,mg/l,21,mg/l,86,mg/l,100,mg/l,45,mg/l,8.6,mg/l,22,mg/l,3.6,mg/l,7900,ug/l,210,ug/l
GAR000000012051,GMW000000034286,1,2016-01-27T11:00:00+01:00,0.05,mg/l,0.03,mg/l,5.54,mg/l,,,0.22,mg/l,1.4,mg/l,40,mg/l,1,mg/l,710,mg/l,160,mg/l,48,mg/l,29,mg/l,22,mg/l,4000,ug/l,3000,ug/l
GAR000000007537,GMW000000017673,1,2016-02-17T11:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAR000000009082,GMW000000017692,4,2016-02-24T11:00:00+01:00,0.09,mg/l,0.01,mg/l,1.1,mg/l,,,0.05,mg/l,0.05,mg/l,25,mg/l,180,mg/l,11,mg/l,39,mg/l,8.8,mg/l,16,mg/l,15,mg/l,9300,ug/l,230,ug/l
GAR000000040722,GMW000000038852,1,2016-04-04T13:00:00+02:00,0.07,mg/l,,,0.537,mg/l,,,,,0.25,mg/l,12.95,mg/l,18.28,mg/l,,,32.87,mg/l,2.37,mg/l,13.2,mg/l,1.3,mg/l,2330,ug/l,171,ug/l
GAR000000013257,GMW000000038687,1,2016-06-15T12:00:00+02:00,8.8,mg/l,0.05,mg/l,0.05,mg/l,,,0.05,mg/l,0.06,mg/l,24,mg/l,69,mg/l,,,46,mg/l,12,mg/l,18,mg/l,67,mg/l,440,ug/l,170,ug/l
GAR000000014128,GMW000000009780,1,2016-06-23T12:00:00+02:00,0.1,mg/l,0.01,mg/l,0.21,mg/l,,,0.05,mg/l,0.06,mg/l,46,mg/l,180,mg/l,,,48,mg/l,12,mg/l,22,mg/l,50,mg/l,10000,ug/l,290,ug/l
GAR000000036573,GMW000000038819,3,2016-07-07T13:00:00+02:00,0.07,mg/l,,,0.236,mg/l,,,,,0.37,mg/l,120.13,mg/l,0.72,mg/l,,,65.35,mg/l,4.58,mg/l,86.8,mg/l,2.5,mg/l,15840,ug/l,655,ug/l
GAR000000022580,GMW000000038646,3,2016-07-27T13:00:00+02:00,0.07,mg/l,,,0.143,mg/l,,,,,0.09,mg/l,5.2,mg/l,27.63,mg/l,,,13.53,mg/l,1.38,mg/l,6.3,mg/l,1.1,mg/l,3630,ug/l,124,ug/l
