jaar;watertype;seizoen;bedrijfstype;hoofdgrondsoortregio;jaartot_gem;std;component;symbool;eenheid;p10;p25;p50;p75;p90;perc_dg;aantal_bedrijven;volgnummer_c;volgnummer_h;mark_ab;component_naam;mark_dg;dg;aantal_bedrijfstype;in_tabel;in_trendgrafiek;in_jaargrafiek;versie;meetnet
2016;uitspoelingswater;winter;derogatiebedrijf;veen;177;183;Sulfaat;(SO4);mg/l;24;52;136;249;351;0;59;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;winter;derogatiebedrijf;veen;165;179;Sulfaat;(SO4);mg/l;23;51;131;229;299;0;58;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;winter;derogatiebedrijf;veen;174;193;Sulfaat;(SO4);mg/l;25;47;129;234;328;0;55;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;winter;derogatiebedrijf;veen;260;260;Sulfaat;(SO4);mg/l;27;66;199;367;560;0;58;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;winter;derogatiebedrijf;veen;230;207;Sulfaat;(SO4);mg/l;48;90;187;299;415;0;56;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;winter;derogatiebedrijf;veen;340;333;Sulfaat;(SO4);mg/l;49;102;234;418;719;0;60;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;winter;derogatiebedrijf;veen;265;281;Sulfaat;(SO4);mg/l;38;76;199;326;546;0;59;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;winter;derogatiebedrijf;veen;303;291;Sulfaat;(SO4);mg/l;37;71;213;483;618;0;60;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;winter;derogatiebedrijf;veen;215;205;Sulfaat;(SO4);mg/l;34;68;158;319;386;0;61;65;25;;Sulfaat (SO4);;0.48;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;winter;derogatiebedrijf;veen;28;30;Zink;(Zn);µg/l;5.5;10;18;32;53;8;50;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;winter;derogatiebedrijf;veen;23;19;Zink;(Zn);µg/l;5.5;8.5;18;29;50;6;50;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;winter;derogatiebedrijf;veen;30;33;Zink;(Zn);µg/l;6.9;11;19;34;63;4;50;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;winter;derogatiebedrijf;veen;38;56;Zink;(Zn);µg/l;4.8;8.5;18;36;87;8.2;49;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;winter;derogatiebedrijf;veen;35;31;Zink;(Zn);µg/l;9.3;14;29;41;69;4.1;49;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;winter;derogatiebedrijf;veen;46;51;Zink;(Zn);µg/l;9;15;28;54;122;2;51;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;winter;derogatiebedrijf;veen;45;44;Zink;(Zn);µg/l;7.8;16;34;58;100;3.5;57;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;winter;derogatiebedrijf;veen;52;44;Zink;(Zn);µg/l;12;22;40;70;107;0;57;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;winter;derogatiebedrijf;veen;28;45;Zink;(Zn);µg/l;5.2;9.6;17;29;47;6.9;58;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;winter;derogatiebedrijf;veen;29;36;Zink;(Zn);µg/l;2.4;7.2;18;30;92;17;59;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;winter;derogatiebedrijf;veen;20;25;Zink;(Zn);µg/l;2;4.1;10;24;57;22;58;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;winter;derogatiebedrijf;veen;29;55;Zink;(Zn);µg/l;3.2;5.5;8.9;24;62;18;55;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;winter;derogatiebedrijf;veen;52;75;Zink;(Zn);µg/l;7.3;18;37;59;82;3.4;58;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;winter;derogatiebedrijf;veen;46;51;Zink;(Zn);µg/l;9.6;15;30;61;83;5.4;56;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;winter;derogatiebedrijf;veen;74;93;Zink;(Zn);µg/l;7.6;22;48;83;170;6.7;60;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;winter;derogatiebedrijf;veen;58;94;Zink;(Zn);µg/l;7.6;15;30;62;117;3.4;59;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;winter;derogatiebedrijf;veen;68;99;Zink;(Zn);µg/l;4.8;18;44;70;139;10;60;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;winter;derogatiebedrijf;veen;41;47;Zink;(Zn);µg/l;5.5;10;22;60;85;8.2;61;130;25;;Zink (Zn);;4;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;777;742;Aluminium;(Al);µg/l;107;299;567;1148;1605;0;92;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;606;601;Aluminium;(Al);µg/l;100;189;382;865;1439;0;92;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;603;603;Aluminium;(Al);µg/l;95;195;385;806;1403;0;90;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;641;626;Aluminium;(Al);µg/l;104;208;445;880;1383;0;90;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;587;570;Aluminium;(Al);µg/l;100;182;382;896;1371;0;90;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;768;823;Aluminium;(Al);µg/l;95;266;488;968;1785;0;94;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;620;558;Aluminium;(Al);µg/l;80;225;405;950;1445;0;101;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;591;534;Aluminium;(Al);µg/l;95;245;455;800;1391;0;105;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;567;538;Aluminium;(Al);µg/l;74;155;410;830;1306;0;109;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;592;553;Aluminium;(Al);µg/l;85;198;412;836;1296;0;112;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;537;530;Aluminium;(Al);µg/l;68;140;373;762;1198;0;114;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;501;459;Aluminium;(Al);µg/l;50;179;350;729;1152;0;108;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;495;445;Aluminium;(Al);µg/l;35;150;350;752;1035;0;107;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;577;552;Aluminium;(Al);µg/l;52;166;371;883;1469;0;112;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;665;653;Aluminium;(Al);µg/l;83;178;490;895;1528;0;105;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;606;621;Aluminium;(Al);µg/l;60;192;413;783;1460;0;104;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;595;596;Aluminium;(Al);µg/l;77;183;406;792;1285;0;100;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;854;895;Aluminium;(Al);µg/l;76;267;556;1000;2115;0;104;75;25;;Aluminium (Al);;0;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1;1.6;Ammonium;(NH4);mg/l;0.09;0.15;0.47;1.1;2;1.1;92;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1.1;1.7;Ammonium;(NH4);mg/l;0.12;0.24;0.46;1.2;2.8;0;92;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1.2;1.7;Ammonium;(NH4);mg/l;0.14;0.24;0.53;1.2;2.8;1.1;90;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1.1;1.9;Ammonium;(NH4);mg/l;0.11;0.21;0.5;1.3;2.4;1.1;90;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1.2;1.8;Ammonium;(NH4);mg/l;0.15;0.28;0.55;1.2;2.8;1.1;90;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.94;1.3;Ammonium;(NH4);mg/l;0.1;0.18;0.42;1.1;1.9;1.1;94;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.85;1.2;Ammonium;(NH4);mg/l;0.11;0.22;0.47;0.97;1.8;4;101;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1.1;2;Ammonium;(NH4);mg/l;0.11;0.2;0.47;1.1;2.4;2.9;105;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.85;1.3;Ammonium;(NH4);mg/l;0.08;0.16;0.37;0.82;2.1;5.5;109;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.91;1.3;Ammonium;(NH4);mg/l;0.08;0.18;0.4;0.92;2.4;5.4;112;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1.1;1.6;Ammonium;(NH4);mg/l;0.13;0.2;0.47;1.1;2.7;3.5;114;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1.1;2;Ammonium;(NH4);mg/l;0.1;0.2;0.41;1;2.5;1.9;108;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.93;1.9;Ammonium;(NH4);mg/l;0.11;0.22;0.47;0.95;1.8;2.8;107;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.98;1.9;Ammonium;(NH4);mg/l;0.07;0.15;0.44;0.94;1.9;8;112;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.74;1.1;Ammonium;(NH4);mg/l;0.06;0.11;0.37;0.94;1.7;11;105;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;1;1.4;Ammonium;(NH4);mg/l;0.09;0.16;0.47;1.1;2.6;1.9;104;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.95;1.5;Ammonium;(NH4);mg/l;0.08;0.12;0.31;0.9;3;8;100;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.81;1.2;Ammonium;(NH4);mg/l;0.07;0.12;0.33;0.94;2.4;7.7;104;15;25;;Ammonium (NH4);;0.06;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;5.4;7.1;Arseen;(As);µg/l;0.86;1.5;2.8;5.6;10;0;92;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;5.4;8.1;Arseen;(As);µg/l;1;1.5;2.8;5.5;11;0;92;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;6.3;12;Arseen;(As);µg/l;1.3;1.8;3.2;5.7;13;0;90;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;5;4.7;Arseen;(As);µg/l;0.89;1.6;3.3;7.2;11;0;90;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;4.8;5.1;Arseen;(As);µg/l;1.1;1.8;3.2;5.4;9.3;0;90;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;6.6;8.2;Arseen;(As);µg/l;1.3;2.2;4;7.1;15;0;94;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;5.6;6.3;Arseen;(As);µg/l;1;1.5;3.4;7.4;13;0;101;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;6.1;8.4;Arseen;(As);µg/l;1.2;1.9;3;8.1;12;0;105;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;6.2;7.6;Arseen;(As);µg/l;1;1.8;3.5;8.2;14;0;109;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;6.2;6.8;Arseen;(As);µg/l;1;2;4.1;7.6;14;0;112;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;7.4;8.5;Arseen;(As);µg/l;1.1;2.3;4.6;9.5;17;0;114;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;5.9;5.7;Arseen;(As);µg/l;0.99;2;4;7.3;16;0;108;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;7.7;9.5;Arseen;(As);µg/l;1.1;1.9;5;9.6;15;0;107;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;5.2;5.1;Arseen;(As);µg/l;0.83;1.7;3.2;6.9;11;0.89;112;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;4.8;5.5;Arseen;(As);µg/l;0.94;1.5;3;6;9.8;0;105;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;6.1;6.5;Arseen;(As);µg/l;0.97;1.8;3.9;8.2;13;0;104;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;4.9;4.6;Arseen;(As);µg/l;0.83;1.3;3.3;7.1;12;0;100;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;4.7;5.6;Arseen;(As);µg/l;1;1.6;3.1;5.6;9.2;0.96;104;80;25;;Arseen (As);;0.2;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;107;40;Barium;(Ba);µg/l;64;79;96;130;156;0;92;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;99;37;Barium;(Ba);µg/l;59;72;92;123;151;0;92;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;96;39;Barium;(Ba);µg/l;53;67;88;118;145;0;90;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;95;42;Barium;(Ba);µg/l;49;64;83;119;148;0;90;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;92;32;Barium;(Ba);µg/l;58;69;83;109;139;0;90;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;92;36;Barium;(Ba);µg/l;55;65;87;106;138;0;94;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;89;32;Barium;(Ba);µg/l;57;65;78;103;132;0;101;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;87;34;Barium;(Ba);µg/l;52;64;78;104;131;0;105;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;88;35;Barium;(Ba);µg/l;48;64;83;102;136;0;109;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;85;36;Barium;(Ba);µg/l;52;61;76;98;128;0;112;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;87;35;Barium;(Ba);µg/l;52;61;81;106;134;0;114;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;90;37;Barium;(Ba);µg/l;52;63;80;114;135;0;108;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;97;33;Barium;(Ba);µg/l;60;71;89;122;137;0;107;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;106;41;Barium;(Ba);µg/l;59;75;101;127;163;0;112;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;99;41;Barium;(Ba);µg/l;55;70;90;119;151;0;105;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;93;38;Barium;(Ba);µg/l;52;66;87;112;133;0;104;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;90;38;Barium;(Ba);µg/l;46;67;85;101;148;0;100;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;74;36;Barium;(Ba);µg/l;36;50;67;91;119;0;104;85;25;;Barium (Ba);;1;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.31;0.3;Cadmium;(Cd);µg/l;0.08;0.14;0.21;0.39;0.6;2.2;92;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.29;0.26;Cadmium;(Cd);µg/l;0.05;0.1;0.21;0.38;0.62;5.4;92;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2009;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.27;0.29;Cadmium;(Cd);µg/l;0.06;0.12;0.18;0.36;0.56;5.6;90;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2010;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.27;0.23;Cadmium;(Cd);µg/l;0.09;0.12;0.19;0.33;0.44;4.4;90;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2011;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.25;0.22;Cadmium;(Cd);µg/l;0.04;0.09;0.2;0.33;0.56;6.7;90;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2012;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.27;0.29;Cadmium;(Cd);µg/l;0.06;0.11;0.17;0.37;0.55;5.3;94;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2013;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.29;0.42;Cadmium;(Cd);µg/l;0.05;0.1;0.16;0.3;0.61;5.9;101;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2014;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.25;0.26;Cadmium;(Cd);µg/l;0.06;0.09;0.17;0.3;0.55;5.7;105;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2015;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.22;0.23;Cadmium;(Cd);µg/l;0.06;0.09;0.15;0.28;0.43;6.4;109;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2016;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.21;0.25;Cadmium;(Cd);µg/l;0.04;0.08;0.14;0.25;0.42;9.8;112;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2017;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.21;0.21;Cadmium;(Cd);µg/l;0.04;0.08;0.14;0.28;0.43;11;114;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2018;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.23;0.21;Cadmium;(Cd);µg/l;0.04;0.1;0.16;0.31;0.53;10;108;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2019;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.25;0.31;Cadmium;(Cd);µg/l;0.04;0.09;0.17;0.3;0.51;12;107;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2020;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.26;0.26;Cadmium;(Cd);µg/l;0.04;0.1;0.16;0.34;0.59;9.8;112;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2021;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.26;0.24;Cadmium;(Cd);µg/l;0.05;0.1;0.2;0.34;0.52;9.5;105;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2022;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.23;0.24;Cadmium;(Cd);µg/l;0.03;0.08;0.16;0.28;0.52;13;104;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2023;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.23;0.22;Cadmium;(Cd);µg/l;0.04;0.08;0.17;0.31;0.49;12;100;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2024;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;0.18;0.16;Cadmium;(Cd);µg/l;0.03;0.09;0.15;0.23;0.35;12;104;90;25;;Cadmium (Cd);;0.04;2;1;1;1;17-okt-25;derogatiemeetnet
2007;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;53;23;Calcium;(Ca);mg/l;27;34;48;69;81;0;92;40;25;;Calcium (Ca);;0.15;2;1;1;1;17-okt-25;derogatiemeetnet
2008;uitspoelingswater;zomer;derogatiebedrijf;zand midden/zuid;53;25;Calcium;(Ca);mg/l;23;33;46;72;91;0;92;40;25;;Calcium (Ca);;0.15;2;1;1;1;17-okt-25;derogatiemeetnet
