FID,Rapportagejaar,WaterlichaamCode,KRWkwaliteitselementCode,KRWkwaliteitselementOmschrijving,Classificatie,naam,lengteKM,oppervlakteKM2,stroomgebieddistrictNaam,oppervlaktewaterCategorie,oppervlaktewaterWatertypeCode,oppervlaktewaterWatertypeOmschrijving,waterbeheerderCode,waterbeheerderNaam
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_UITWATERINGSKANAAL.Ntot,2021,NL59_UITWATERINGSKANAAL,Ntot,Stikstof totaal,Goed,Uitwateringskanaal,,0.00426,Rijn,Meer,M1a,Zoete gebufferde sloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_UITWATERINGSKANAAL.Nanorg,2021,NL59_UITWATERINGSKANAAL,Nanorg,DIN,Niet van toepassing,Uitwateringskanaal,,0.00426,Rijn,Meer,M1a,Zoete gebufferde sloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_UITWATERINGSKANAAL.Ptot,2021,NL59_UITWATERINGSKANAAL,Ptot,Fosfor totaal,Goed,Uitwateringskanaal,,0.00426,Rijn,Meer,M1a,Zoete gebufferde sloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_VLEDDER_WAPSERVEENS.Ptot,2021,NL59_VLEDDER_WAPSERVEENS,Ptot,Fosfor totaal,Goed,Vledder - Wapserveensche Aa,8.96,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_VLEDDER_WAPSERVEENS.Nanorg,2021,NL59_VLEDDER_WAPSERVEENS,Nanorg,DIN,Niet van toepassing,Vledder - Wapserveensche Aa,8.96,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_VLEDDER_WAPSERVEENS.Ntot,2021,NL59_VLEDDER_WAPSERVEENS,Ntot,Stikstof totaal,Goed,Vledder - Wapserveensche Aa,8.96,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_VOGELZANGSE-WIJK.Ptot,2021,NL59_VOGELZANGSE-WIJK,Ptot,Fosfor totaal,Goed,Vogelzangse wijk,,0.01429,Rijn,Meer,M1a,Zoete gebufferde sloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_VOGELZANGSE-WIJK.Ntot,2021,NL59_VOGELZANGSE-WIJK,Ntot,Stikstof totaal,Goed,Vogelzangse wijk,,0.01429,Rijn,Meer,M1a,Zoete gebufferde sloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_VOGELZANGSE-WIJK.Nanorg,2021,NL59_VOGELZANGSE-WIJK,Nanorg,DIN,Niet van toepassing,Vogelzangse wijk,,0.01429,Rijn,Meer,M1a,Zoete gebufferde sloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_WESTERVELDSE-AA.Ptot,2021,NL59_WESTERVELDSE-AA,Ptot,Fosfor totaal,Goed,Westerveldse Aa,7.11,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_WESTERVELDSE-AA.Nanorg,2021,NL59_WESTERVELDSE-AA,Nanorg,DIN,Niet van toepassing,Westerveldse Aa,7.11,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_WESTERVELDSE-AA.Ntot,2021,NL59_WESTERVELDSE-AA,Ntot,Stikstof totaal,Goed,Westerveldse Aa,7.11,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL92_ZWARTEMEER.Nanorg,2021,NL92_ZWARTEMEER,Nanorg,DIN,Niet van toepassing,Zwarte Meer,,21.94133,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL92_ZWARTEMEER.Ntot,2021,NL92_ZWARTEMEER,Ntot,Stikstof totaal,Ontoereikend,Zwarte Meer,,21.94133,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL92_ZWARTEMEER.Ptot,2021,NL92_ZWARTEMEER,Ptot,Fosfor totaal,Goed,Zwarte Meer,,21.94133,Rijn,Meer,M14,Grote ondiepe gebufferde plassen,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_7.Ntot,2021,NL93_7,Ntot,Stikstof totaal,Goed,"Nederrijn, Lek",80.37,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_7.Ptot,2021,NL93_7,Ptot,Fosfor totaal,Goed,"Nederrijn, Lek",80.37,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_7.Nanorg,2021,NL93_7,Nanorg,DIN,Niet van toepassing,"Nederrijn, Lek",80.37,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_8.Nanorg,2021,NL93_8,Nanorg,DIN,Niet van toepassing,"Bovenrijn, Waal",97.48,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_8.Ntot,2021,NL93_8,Ntot,Stikstof totaal,Matig,"Bovenrijn, Waal",97.48,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_8.Ptot,2021,NL93_8,Ptot,Fosfor totaal,Goed,"Bovenrijn, Waal",97.48,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_IJSSEL.Ntot,2021,NL93_IJSSEL,Ntot,Stikstof totaal,Goed,IJssel,120.54,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_IJSSEL.Nanorg,2021,NL93_IJSSEL,Nanorg,DIN,Niet van toepassing,IJssel,120.54,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_IJSSEL.Ptot,2021,NL93_IJSSEL,Ptot,Fosfor totaal,Goed,IJssel,120.54,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_TWENTHEKANALEN.Nanorg,2021,NL93_TWENTHEKANALEN,Nanorg,DIN,Niet van toepassing,Twenthekanalen,,4.14807,Rijn,Meer,M7b,Grote diepe kanalen met scheepvaart,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_TWENTHEKANALEN.Ptot,2021,NL93_TWENTHEKANALEN,Ptot,Fosfor totaal,Goed,Twenthekanalen,,4.14807,Rijn,Meer,M7b,Grote diepe kanalen met scheepvaart,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL93_TWENTHEKANALEN.Ntot,2021,NL93_TWENTHEKANALEN,Ntot,Stikstof totaal,Goed,Twenthekanalen,,4.14807,Rijn,Meer,M7b,Grote diepe kanalen met scheepvaart,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_2.Nanorg,2021,NL94_2,Nanorg,DIN,Niet van toepassing,Dordtse Biesbosch,18.42,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_2.Ntot,2021,NL94_2,Ntot,Stikstof totaal,Matig,Dordtse Biesbosch,18.42,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_2.Ptot,2021,NL94_2,Ptot,Fosfor totaal,Goed,Dordtse Biesbosch,18.42,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_3.Ntot,2021,NL94_3,Ntot,Stikstof totaal,Goed,Boven- en Beneden Merwede,29.06,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_3.Nanorg,2021,NL94_3,Nanorg,DIN,Niet van toepassing,Boven- en Beneden Merwede,29.06,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_3.Ptot,2021,NL94_3,Ptot,Fosfor totaal,Goed,Boven- en Beneden Merwede,29.06,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_4.Ptot,2021,NL94_4,Ptot,Fosfor totaal,Goed,Oude Maas,99.5,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_4.Ntot,2021,NL94_4,Ntot,Stikstof totaal,Goed,Oude Maas,99.5,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_4.Nanorg,2021,NL94_4,Nanorg,DIN,Niet van toepassing,Oude Maas,99.5,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_7.Nanorg,2021,NL94_7,Nanorg,DIN,Niet van toepassing,Hollandsche IJssel,19.81,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_7.Ntot,2021,NL94_7,Ntot,Stikstof totaal,Matig,Hollandsche IJssel,19.81,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_7.Ptot,2021,NL94_7,Ptot,Fosfor totaal,Matig,Hollandsche IJssel,19.81,,Rijn,Rivier,R8,Zoet getijdenwater (uitlopers rivier) op zand/klei,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_8.Ntot,2021,NL94_8,Ntot,Stikstof totaal,Niet van toepassing,Nieuwe Maas,,30.28037,Rijn,Overgangswater,O2b,Estuarium met matig getijverschil en met scheepvaart en of geen getijdestroming,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_8.Nanorg,2021,NL94_8,Nanorg,DIN,Matig,Nieuwe Maas,,30.28037,Rijn,Overgangswater,O2b,Estuarium met matig getijverschil en met scheepvaart en of geen getijdestroming,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_8.Ptot,2021,NL94_8,Ptot,Fosfor totaal,Niet van toepassing,Nieuwe Maas,,30.28037,Rijn,Overgangswater,O2b,Estuarium met matig getijverschil en met scheepvaart en of geen getijdestroming,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_9.Ptot,2021,NL94_9,Ptot,Fosfor totaal,Niet van toepassing,Nieuwe Waterweg,,54.11874,Rijn,Overgangswater,O2b,Estuarium met matig getijverschil en met scheepvaart en of geen getijdestroming,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_9.Nanorg,2021,NL94_9,Nanorg,DIN,Matig,Nieuwe Waterweg,,54.11874,Rijn,Overgangswater,O2b,Estuarium met matig getijverschil en met scheepvaart en of geen getijdestroming,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL94_9.Ntot,2021,NL94_9,Ntot,Stikstof totaal,Niet van toepassing,Nieuwe Waterweg,,54.11874,Rijn,Overgangswater,O2b,Estuarium met matig getijverschil en met scheepvaart en of geen getijdestroming,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_3A.Ntot,2021,NL95_3A,Ntot,Stikstof totaal,Niet van toepassing,Hollandse kust (kustwater),,270.55209,Rijn,Kustwater,K1,Open polyhalien kustwater,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_3A.Ptot,2021,NL95_3A,Ptot,Fosfor totaal,Niet van toepassing,Hollandse kust (kustwater),,270.55209,Rijn,Kustwater,K1,Open polyhalien kustwater,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_3A.Nanorg,2021,NL95_3A,Nanorg,DIN,Ontoereikend,Hollandse kust (kustwater),,270.55209,Rijn,Kustwater,K1,Open polyhalien kustwater,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_4A.Ntot,2021,NL95_4A,Ntot,Stikstof totaal,Niet van toepassing,Waddenkust (kustwater),,423.67755,Rijn,Kustwater,K3,Euhalien kustwater,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_4A.Ptot,2021,NL95_4A,Ptot,Fosfor totaal,Niet van toepassing,Waddenkust (kustwater),,423.67755,Rijn,Kustwater,K3,Euhalien kustwater,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_4A.Nanorg,2021,NL95_4A,Nanorg,DIN,Goed,Waddenkust (kustwater),,423.67755,Rijn,Kustwater,K3,Euhalien kustwater,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_RIJN_TEW.Ntot,2021,NL95_RIJN_TEW,Ntot,Stikstof totaal,Niet van toepassing,Rijn territoriaal water,,5560.21875,Rijn,Territoriaal water,K0,Territoriaal kustwater buiten 1-mijlzone,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_RIJN_TEW.Ptot,2021,NL95_RIJN_TEW,Ptot,Fosfor totaal,Niet van toepassing,Rijn territoriaal water,,5560.21875,Rijn,Territoriaal water,K0,Territoriaal kustwater buiten 1-mijlzone,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL95_RIJN_TEW.Nanorg,2021,NL95_RIJN_TEW,Nanorg,DIN,Niet van toepassing,Rijn territoriaal water,,5560.21875,Rijn,Territoriaal water,K0,Territoriaal kustwater buiten 1-mijlzone,80,Rijkswaterstaat
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_23.Ntot,2021,NL25_23,Ntot,Stikstof totaal,Matig,Zoom en Bleekloop,15.63,,Schelde,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_23.Ptot,2021,NL25_23,Ptot,Fosfor totaal,Matig,Zoom en Bleekloop,15.63,,Schelde,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_23.Nanorg,2021,NL25_23,Nanorg,DIN,Niet van toepassing,Zoom en Bleekloop,15.63,,Schelde,Rivier,R5,Langzaam stromende middenloop/benedenloop op zand,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_24.Ntot,2021,NL25_24,Ntot,Stikstof totaal,Ontoereikend,Markiezaatsmeer,,18.2169,Schelde,Meer,M30,Zwak brakke wateren,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_24.Nanorg,2021,NL25_24,Nanorg,DIN,Niet van toepassing,Markiezaatsmeer,,18.2169,Schelde,Meer,M30,Zwak brakke wateren,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL25_24.Ptot,2021,NL25_24,Ptot,Fosfor totaal,Goed,Markiezaatsmeer,,18.2169,Schelde,Meer,M30,Zwak brakke wateren,25,Waterschap Brabantse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_EENDRACHT.Nanorg,2021,NL42_EENDRACHT,Nanorg,DIN,Niet van toepassing,De Eendracht,6.9,0.17123,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_EENDRACHT.Ptot,2021,NL42_EENDRACHT,Ptot,Fosfor totaal,Goed,De Eendracht,6.9,0.17123,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_EENDRACHT.Ntot,2021,NL42_EENDRACHT,Ntot,Stikstof totaal,Goed,De Eendracht,6.9,0.17123,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_GLERUM.Ptot,2021,NL42_GLERUM,Ptot,Fosfor totaal,Matig,Glerum,3.5,0.07961,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_GLERUM.Nanorg,2021,NL42_GLERUM,Nanorg,DIN,Niet van toepassing,Glerum,3.5,0.07961,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_GLERUM.Ntot,2021,NL42_GLERUM,Ntot,Stikstof totaal,Matig,Glerum,3.5,0.07961,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_HELLEWOUD.Ntot,2021,NL42_HELLEWOUD,Ntot,Stikstof totaal,Goed,Hellewoud,6.2,0.11087,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_HELLEWOUD.Ptot,2021,NL42_HELLEWOUD,Ptot,Fosfor totaal,Goed,Hellewoud,6.2,0.11087,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_HELLEWOUD.Nanorg,2021,NL42_HELLEWOUD,Nanorg,DIN,Niet van toepassing,Hellewoud,6.2,0.11087,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_KANDWCRN.Ntot,2021,NL42_KANDWCRN,Ntot,Stikstof totaal,Goed,Kanaal door Walcheren,13.6,0.99601,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_KANDWCRN.Nanorg,2021,NL42_KANDWCRN,Nanorg,DIN,Niet van toepassing,Kanaal door Walcheren,13.6,0.99601,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_KANDWCRN.Ptot,2021,NL42_KANDWCRN,Ptot,Fosfor totaal,Goed,Kanaal door Walcheren,13.6,0.99601,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_KLEVERSKERKE.Ntot,2021,NL42_KLEVERSKERKE,Ntot,Stikstof totaal,Matig,Kleverskerke,4.7,0.07089,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_KLEVERSKERKE.Ptot,2021,NL42_KLEVERSKERKE,Ptot,Fosfor totaal,Matig,Kleverskerke,4.7,0.07089,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_KLEVERSKERKE.Nanorg,2021,NL42_KLEVERSKERKE,Nanorg,DIN,Niet van toepassing,Kleverskerke,4.7,0.07089,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_LOOHOEK.Ntot,2021,NL42_LOOHOEK,Ntot,Stikstof totaal,Matig,Loohoek,3.9,0.08889,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_LOOHOEK.Nanorg,2021,NL42_LOOHOEK,Nanorg,DIN,Niet van toepassing,Loohoek,3.9,0.08889,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_LOOHOEK.Ptot,2021,NL42_LOOHOEK,Ptot,Fosfor totaal,Goed,Loohoek,3.9,0.08889,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_LUYSTER.Ntot,2021,NL42_LUYSTER,Ntot,Stikstof totaal,Goed,De Luyster,4.9,0.10046,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_LUYSTER.Nanorg,2021,NL42_LUYSTER,Nanorg,DIN,Niet van toepassing,De Luyster,4.9,0.10046,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_LUYSTER.Ptot,2021,NL42_LUYSTER,Ptot,Fosfor totaal,Goed,De Luyster,4.9,0.10046,Schelde,Meer,M30,Zwak brakke wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MARS-WETERING.Ntot,2021,NL59_MARS-WETERING,Ntot,Stikstof totaal,Goed,Marswetering,13.44,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MARS-WETERING.Ptot,2021,NL59_MARS-WETERING,Ptot,Fosfor totaal,Goed,Marswetering,13.44,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MARS-WETERING.Nanorg,2021,NL59_MARS-WETERING,Nanorg,DIN,Niet van toepassing,Marswetering,13.44,,Rijn,Rivier,R20,Moerasbeek,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MASTENBROEK.Ntot,2021,NL59_MASTENBROEK,Ntot,Stikstof totaal,Goed,Mastenbroek,,0.03842,Rijn,Meer,M8,Gebufferde laagveensloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MASTENBROEK.Ptot,2021,NL59_MASTENBROEK,Ptot,Fosfor totaal,Goed,Mastenbroek,,0.03842,Rijn,Meer,M8,Gebufferde laagveensloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MASTENBROEK.Nanorg,2021,NL59_MASTENBROEK,Nanorg,DIN,Niet van toepassing,Mastenbroek,,0.03842,Rijn,Meer,M8,Gebufferde laagveensloten,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MEPPELERDIEP.Ptot,2021,NL59_MEPPELERDIEP,Ptot,Fosfor totaal,Goed,Meppelerdiep,9.76,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL59_MEPPELERDIEP.Nanorg,2021,NL59_MEPPELERDIEP,Nanorg,DIN,Niet van toepassing,Meppelerdiep,9.76,,Rijn,Rivier,R7,Langzaam stromende rivier/nevengeul op zand/klei,59,Waterschap Drents Overijsselse Delta
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WAARDE.Ptot,2021,NL42_WAARDE,Ptot,Fosfor totaal,Goed,Waarde,3,0.06899,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WAARDE.Nanorg,2021,NL42_WAARDE,Nanorg,DIN,Niet van toepassing,Waarde,3,0.06899,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WAARDE.Ntot,2021,NL42_WAARDE,Ntot,Stikstof totaal,Matig,Waarde,3,0.06899,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WILHELMINA.Ptot,2021,NL42_WILHELMINA,Ptot,Fosfor totaal,Matig,Wilhelmina,4.2,0.07742,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WILHELMINA.Nanorg,2021,NL42_WILHELMINA,Nanorg,DIN,Niet van toepassing,Wilhelmina,4.2,0.07742,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WILHELMINA.Ntot,2021,NL42_WILHELMINA,Ntot,Stikstof totaal,Goed,Wilhelmina,4.2,0.07742,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WILLEM.Nanorg,2021,NL42_WILLEM,Nanorg,DIN,Niet van toepassing,Willem,6.7,0.11681,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WILLEM.Ptot,2021,NL42_WILLEM,Ptot,Fosfor totaal,Goed,Willem,6.7,0.11681,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_WILLEM.Ntot,2021,NL42_WILLEM,Ntot,Stikstof totaal,Matig,Willem,6.7,0.11681,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_YERSEKE.Ptot,2021,NL42_YERSEKE,Ptot,Fosfor totaal,Goed,Yerseke Moer,1.7,0.02804,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_YERSEKE.Ntot,2021,NL42_YERSEKE,Ntot,Stikstof totaal,Matig,Yerseke Moer,1.7,0.02804,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
KRWoppervlaktewaterlichamen_toestand_ecologie.NL42_YERSEKE.Nanorg,2021,NL42_YERSEKE,Nanorg,DIN,Niet van toepassing,Yerseke Moer,1.7,0.02804,Schelde,Meer,M31,Kleine brakke tot zoute wateren,42,Waterschap Scheldestromen
